,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
20,Te Para 3,Comfort Y Musica Para Volar,https://i.scdn.co/image/ab67616d0000b2733875f29a2a8234ac7ef2706a,Soda Stereo,https://p.scdn.co/mp3-preview/6bfbae73a88c854cc701b166844fbfde16d0afaf?cid=b1e13d47b67249bda69ed912bb4f7133,1996-09-01,247000,67,0.707,0.523,0.339,0.0111,0.709,-9.913,0.0275,115.7,3," 
 
  
 Las tazas sobre el mantel 
 La lluvia derramada 
 Un poco de miel un poco de miel 
 No basta 
 
  
 El eclipse no fue parcial 
 Y cegó nuestras miradas 
 Te ví que llorabas te ví que llorabas 
 Por él 
  
 Té para tres 
 
  
 Un sorbo de distracción 
 Buscando descifrarnos 
 No hay nada mejor no hay nada mejor 
 Que casa 
 
  
 Té para tres"
21,Cae El Sol,Cancion Animal (Remastered),https://i.scdn.co/image/ab67616d0000b273c451ed28353639e79b4d97d9,Soda Stereo,https://p.scdn.co/mp3-preview/75c994ddbd65a200e56fc73bb99161ea4a88237c?cid=b1e13d47b67249bda69ed912bb4f7133,1990-10-09,262746,50,0.0149,0.543,0.829,0.06,0.552,-6.823,0.0339,94.147,4," 
 
 Y cada vez que vuelvo 
 Tus ecos estan 
 Y quería despertarme 
 Y al fin con vos volver a jugar 
 
 Cae el sol y aun sigo soñando 
 Sale el sol y no te puedo encontrar 
 
 Y cada vez que vuelvo aquí 
 Siento que vos 
 Me arrojaste a la inercia 
 Sin novedad sin decepción 
 Cae el sol y aun sigo soñando 
 Sale el sol y no te puedo encontrar 
 
 Y cada vez que vuelvo 
 Un mismo final 
 Afuera el mundo sigue 
 Soy uno más buscando en el mar 
 
 Cae el sol 
 Un extraño destino 
 Una oscura verdad 
 Tan sólo tropiezos 
 Amar o callar 
 Anduve caminando 
 Por calles al azar 
 Por calles vacías 
 Buenos Aires Buenos Aires 
 Humedad 
 
 Cae el sol 
 Sale el sol 
 Y cada vez que vuelvo 
 Cae el sol 
 Y cada vez que vuelvo aquí 
 Sale el sol 
 Y cada vez que vuelvo aquí 
 Sale el sol"
22,El Ritmo De Tus Ojos,Doble Vida (Remastered),https://i.scdn.co/image/ab67616d0000b27382cf3a9e2e2b6b1b3f994d38,Soda Stereo,https://p.scdn.co/mp3-preview/4ed2dd9a2508266317699674d7fe57afd740aea8?cid=b1e13d47b67249bda69ed912bb4f7133,1988-10-09,237200,48,0.0873,0.714,0.942,0.00415,0.122,-5.013,0.039,107.314,4,"Muéstrame tu cruz 
 El ritmo de tus ojos 
 Sos parte del imán 
 Que me aleja de este mundo 
 
 Aquí no queda nada en pie 
 Como un castigo 
 
 Muéstrame tu soul 
 Y el ritmo de tus ojos 
 El amor no es tan certero no 
 Como este tiempo hipnótico 
 
 Algún consuelo debe haber 
 Algún abrigo 
 Te doy palabras de placer 
 Hablarte sucio al oído... 
 
 Tienes el cóctel que envenenara 
 Mi soledad 
 
 Un flash sobre tu rouge 
 Y el ritmo de tus ojos 
 Impulso homicida 
 Escena repetida Aquí no queda nada en pie 
 Como un castigo 
 
 Tienes el cóctel que envenenara 
 Mi soledad 
 
 Estoy solo y con mis botas llenas de lluvia 
 Y vos bailando con las medias hasta la rodilla 
 Todo es una veloz película muda 
 Se cuando mientes se cuando dudas 
 
 Tienes el cóctel que envenenara 
 Mi soledad 
 Tienes el cóctel que envenenara 
 Y es el ritmo de tus ojos"
23,Mundo De Quimeras,Languis (Remastered),https://i.scdn.co/image/ab67616d0000b2732e9e8a332d0848ff98651943,Soda Stereo,https://p.scdn.co/mp3-preview/83b92501b340de9e3bd3165b54c4361a7e2d33fd?cid=b1e13d47b67249bda69ed912bb4f7133,1989-02-28,401266,48,0.301,0.703,0.916,0.002,0.128,-6.673,0.0501,115.782,4," 
 
 Prendan hogueras 
 Hogueras negras sin temor 
 Prendan hogueras 
 Al cabo todo irá mejor 
 
 Ojos en llamas 
 Arde mi cama arde nirvana 
 Y quema 
 La tina llena 
 Corto mis venas corto mis venas 
 Y sangra 
 Prendan hogueras 
 Hogueras negras sin temor 
 Prendan hogueras 
 Al cabo todo irá mejor 
 
 Calma su lema 
 La poción que envenena 
 Poción que envenena 
 Espera 
 Pinta tu aldea 
 Mundo de quimeras mundo de quimeras 
 Y arenas 
 
 Prendan hogueras 
 Hogueras negras sin temor 
 Prendan hogueras 
 Al cabo todo irá mejor 
 
 La gente no cree 
 Que un cuerpo inflamable un cuerpo inflamable 
 Es presa fácil 
 Préndanme fuego 
 Mi carne quemada mi carne quemada 
 Es menos frágil 
 
 Por más agujas que me claven 
 Es evidente 
 Si la suerte ha sido echada 
 Voy a rociarme e incinerarme Prendan hogueras 
 Hogueras negras sin temor 
 Prendan hogueras 
 Quimeras sin superstición 
 
 Prendan hogueras 
 Mundo de quimeras 
 Prendan hogueras 
 Mundo de quimeras 
 Prendan hogueras  
 Mundo de quimeras 
 Prendan hogueras  
 Mundo de quimeras 
 Prendan hogueras"
24,Terapia De Amor Intensiva,Doble Vida (Remastered),https://i.scdn.co/image/ab67616d0000b27382cf3a9e2e2b6b1b3f994d38,Soda Stereo,https://p.scdn.co/mp3-preview/92b85d7367466dabfe2d586846e485494c38caed?cid=b1e13d47b67249bda69ed912bb4f7133,1988-10-09,340213,47,0.251,0.593,0.672,0.418,0.555,-7.417,0.0256,91.294,4," 
 
  
 Tal vez juguemos toda la vida aquí 
 Y lo que la asfixia no pueda abatir 
 No morirá 
 Lo que debe sobrevivir 
 A una terapia de amor intensiva 
 
  
 Si algo está enfermo está con vida 
 Y lo que tus labios no puedan besar 
 Se esfumará 
 Y no escucharás más palabras lascivas 
 En la terapia de amor intensiva 
  
  
 Lo sucedido nos lastima 
 Nuestro pasado nos suele matar 
 Credulidad 
 Sólo puede sobrevivir 
 Nuestro amor en terapia intensiva 
 Incentiva 
 Oh-oh Intensiva 
 
  
 Haré lo que me pidas 
 Haré que me lo pidas 
 Haré lo que me pidas 
 Haré lo que me pidas 
 Haré que me lo pidas 
 Haré lo que me pidas 
 Haré lo que me pidas 
 Haré que me lo pidas 
 Haré lo que me pidas"
25,Dia Comun- Doble Vida,Doble Vida (Remastered),https://i.scdn.co/image/ab67616d0000b27382cf3a9e2e2b6b1b3f994d38,Soda Stereo,https://p.scdn.co/mp3-preview/a5892ca1df64da0583d9a2165a7a1ba965931795?cid=b1e13d47b67249bda69ed912bb4f7133,1988-10-09,279280,48,0.0532,0.679,0.956,0.000521,0.184,-4.024,0.0675,117.199,4,
26,Crema De Estrellas,Sueno Stereo (Remastered),https://i.scdn.co/image/ab67616d0000b273b50bb73f2ef9047afa0644a4,Soda Stereo,https://p.scdn.co/mp3-preview/ed3629529e168b2286c5f1f46f737883d3c99b5e?cid=b1e13d47b67249bda69ed912bb4f7133,1995-10-09,277120,50,0.2,0.531,0.372,0.00159,0.345,-11.834,0.0254,137.46,4," 
 
  
 Lo que irradia esta noche es especial 
 Sobre el lago resplandece 
 Esperaba una tenue aparición 
 Nebulosa como siempre 
 
  
 E imaginé su rostro vívido ah 
  
 Cuando está oscuro todo empieza a verse más claro 
 En mi constelación 
 
  
 Recordé sus gustos conversación astral 
 Las canciones que oíamos 
 Su cuerpo lunar refugio celestial 
 Y el PH de su saliva 
 
  
 Y me perdí en la inmensa quietud 
 
  
 Una crema de estrellas parece cubrirlo todo 
 En mi constelación 
 
  
 Recordé su gustos conversación astral 
 Las canciones que oíamos 
 Y subí 
 Y subí"
27,Vita-Set,Ruido Blanco (Remastered),https://i.scdn.co/image/ab67616d0000b27361a2b73032226d3de6b65302,Soda Stereo,https://p.scdn.co/mp3-preview/d401b194faf3f4099ef8dc448f1586cad14725e5?cid=b1e13d47b67249bda69ed912bb4f7133,1987-10-09,266826,44,0.0893,0.271,0.978,0.588,0.96,-4.654,0.178,178.936,4," 
 
  
 El Vita-Set 
 
  
 
  
 Por más que tengas los volúmenes al taco 
 Exprimiendo tus membranas 
 Saltando como una rana 
 Por más que intentes esquivarlo en algún vuelo 
 Hay algo que te ralla 
 Algo anda mal mal mal algo falla 
 Dando vueltas por tu cuarto sin sentido 
 Esperando algún milagro y no pasa nada 
 
  
 ¡Oye Te hacen falta vitaminas 
 ¡Oye Te hacen falta vitaminas 
 
  
 De-De-De-Depresiones obsesiones 
 ¿Hasta cuándo seguirán esas canciones? 
 ¿Qué esperás para soltarte para animarte? 
 ¿O supones que alguien viene a despertarte?  
 ¡Oye Te hacen falta vitaminas 
 ¡Oye Te hacen falta vitaminas 
 
  
 
  
 Va a ser mejor que te levantes de una vez 
 
  
 
  
 ¡Jet-set 
 
  
 Jet-set 
 ¿Por qué no puedo ser del Jet-Set? 
 Jet-set 
 Yo solo quiero ser del Jet-Set 
 
  
 Tengo mi agenda perfumada 
 Todas mis noches programadas 
 Voy a esos clubes re privados 
 Y me alquilé un convertible colorado 
 Con esa gente diferente 
 Yo me codeo ¡qué tipo inteligente 
 Tengo el bolsillo agujereado 
 Pero al menos tengo un Rolex 
 Lo he logrado  
 Jet-Set 
 Jet-Set 
 Jet-Set 
 Jet-Set 
 
  
 Es el sueño de mi vida 
 Que una mujer me espere en la colina 
 Labios prohibidos vestido escotado 
 Yo con mi auto los vidrios empañados 
 Caviar champagne un solo de órgano sensual 
 Y esa piel ¡qué nivel quiero más 
 ¡Nene por favor cambiá de canal 
 
  
 Jet-Set 
 Jet-Set 
 Jet-Set 
 Jet-Set 
 
  
 El show debe seguir está todo OK 
 Lo que para arriba es excéntrico 
 Para abajo es ridiculez  
 Jet-Set 
 Jet-Set 
 Jet-Set-Set 
 Jet-Set Jet-Set Jet-Set Jet-Set Jet-Set 
 Jet-Set Jet-Set Jet-Set Jet-Set Jet-Set 
 Jet-Set"
28,Si No Fuera Por...,Nada Personal (Remastered),https://i.scdn.co/image/ab67616d0000b273e28947f6ad2f100af9c1965a,Soda Stereo,https://p.scdn.co/mp3-preview/64e9e6926e33e9258fa7b743a26645590c4c0e4a?cid=b1e13d47b67249bda69ed912bb4f7133,1985-10-09,207640,55,0.0183,0.605,0.855,0.00404,0.242,-5.25,0.047,172.275,4,
29,Zona de Promesas,Obras Cumbres (Parte 2),https://i.scdn.co/image/ab67616d0000b2731bbe81fc1e928f05149e49ab,Soda Stereo,https://p.scdn.co/mp3-preview/c4877f0b215819084a57fd51caf7e689fa144fa4?cid=b1e13d47b67249bda69ed912bb4f7133,2006-10-31,238973,48,0.0181,0.191,0.378,0.633,0.158,-8.874,0.03,75.843,3," 
 
  
 Mamá sabe bien 
 Perdí una batalla 
 Quiero regresar 
 Solo a besarla 
 
  
 No esta mal ser mi dueño otra vez 
 Ni temer que el río sangre y calme 
 Al contarle mis plegarias 
 
  
 Tarda en llegar y al final 
 Y al final al final 
 Hay recompensa 
 
  
 Mamá sabe bien 
 Pequeña princesa 
 Cuando regresé 
 Todo quemaba 
 
  
 No esta mal sumergirme otra vez 
 Ni temer que el río sangre y calme 
 Sé bucear en silencio  
 Tarda en llegar 
 Y al final al final 
 Hay recompensa 
 
 Tarda en llegar 
 Y al final al final 
 Hay recompensa 
 
 Tarda en llegar 
 Y al final al final 
 Hay recompensa 
 
 Tarda en llegar 
 Y al final al final 
 Hay recompensa 
 En la zona de promesas"
30,Fue,Gira Me Veras Volver,https://i.scdn.co/image/ab67616d0000b273219643d9e55befe5809ababd,Soda Stereo,https://p.scdn.co/mp3-preview/56480a31e5d88de6bad77f6c42a15435ea957232?cid=b1e13d47b67249bda69ed912bb4f7133,2008-07-14,277666,51,0.514,0.339,0.44,0.151,0.702,-11.933,0.0369,129.573,4," 
 
  
 He llegado hasta el fin 
 Con los brazos cansados 
 Tantas veces te vi 
 Simulando un olvido 
 
  
 Y eso pasó 
  
 Me embriagué hasta el vacío 
 Con tu miel venenosa 
 Fuiste mía y el hastío 
 Nos llevó al desengaño 
 
  
 Y eso pasó 
 
  
 Fue 
 Fue 
 Y fue 
 
  
  
 
  
 Suaves telas sobre el piso 
 Una parte de la euforia 
 Y lo más resbaladizo 
 Es creernos sin memoria 
 
  
 Y eso pasó  
 Fue 
 Y fue 
 Y fue 
 Y fue  
 Y fue  
 Fue ah 
 Ah"
31,No Existes,Signos (Remastered),https://i.scdn.co/image/ab67616d0000b2734a6f5598c41e77ae78cab725,Soda Stereo,https://p.scdn.co/mp3-preview/8b81550e7b6cee0cc86ff770573d3efd2d6baa61?cid=b1e13d47b67249bda69ed912bb4f7133,1986-10-09,283613,51,0.009,0.23,0.863,0.000682,0.219,-5.213,0.0854,79.648,4," 
 
  
 Alguna vez fue que planeamos 
 Hacernos todo el daño de una vez 
 Dictando una sentencia desafiante 
 
  
 No existes 
 No existes 
 No existes 
 No existes 
  
 La Polaroid sobre la silla 
 Un brillante truco de apariencias 
 Tu presencia es mi pesadilla 
 
  
 No existes 
 No existes 
 No existes 
 No existes 
 
  
 Como un extraño tic nervioso 
 Arrojo palabras 
 Gestos contra la pared oh 
 
  
 Toda una noche embalsamados 
 Golpee las mismas caras una y otra vez 
 Temí por mi cerebro aprisionado 
 En una trama vulgar 
 Quizás deba tomarme una revancha 
 Aún tenemos cuentas que saldar 
 Deslizare mi puño por tu espalda 
 
  
 No existes 
 No existes 
 No existes 
 No existes  
 Como un extraño tic nervioso 
 Arrojo palabras 
 Gestos contra la pared 
 Un pulso salvaje 
 
  
 Destellos contra la pared 
 
  
 No existes 
 No existes 
 No existes 
 No existes 
 No existes 
 No existes 
 No existes 
 No existes 
 No existes"
32,1990 ,Cancion Animal (Remastered),https://i.scdn.co/image/ab67616d0000b273c451ed28353639e79b4d97d9,Soda Stereo,https://p.scdn.co/mp3-preview/b0cf44caf4ebcffb0f37829a8b1a32cacce7d07d?cid=b1e13d47b67249bda69ed912bb4f7133,1990-10-09,218746,53,0.0112,0.548,0.727,0.00687,0.174,-7.68,0.0286,95.112,4,
33,En El Borde,Doble Vida (Remastered),https://i.scdn.co/image/ab67616d0000b27382cf3a9e2e2b6b1b3f994d38,Soda Stereo,https://p.scdn.co/mp3-preview/378844234eca2b473d45cd46e3134c3dc1627d12?cid=b1e13d47b67249bda69ed912bb4f7133,1988-10-09,282480,49,0.248,0.624,0.976,0.00209,0.247,-5.513,0.106,95.309,4," 
 
 Ansiedad 
 Mirada ausente 
 No debería esperar 
 No hay sosiego 
 En este tiempo 
 Ciego de amor 
 
 Que está en el borde 
 Sobre algún final 
 Baila el hombre 
 Que arderá en su piel 
 Mientras canta 
 Una sirena viola un cristal 
 Frivoliza sus anhelos 
 Mujer sin piedad sin piedad 
 
 Y esta en borde 
 Sobre algún final 
 Grita el nombre 
 De quien la hace infiel 
 
 No hablaré del final 
 No hablaré del final 
 
 Taxi acostumbrado encuentro 
 Frío impuntual 
 En el lugar registra el cielo 
 Todo lo que puede amar 
 
 Está en el borde 
 
 Im on the edge 
 And I just dont care 
 If you find me here or you find me there 
 cause things are really taking their turn 
 And I just dont know if I will be burned So take a look inside you see 
 And you will see that you are not me 
 So take it easy and dont be so so so so 
 On the edge  
  
 
 Take it easy 
 Quite desperation 
 And your will see that theres no isolation 
 History of love 
 Later well try 
 And this and that 
 But mostly lies 
 So if you want me to be that way 
 Say say say say 
 
 No hablaré del final 
 Por ninguna razón 
 En silencio despertarás 
 De tu historia de amor 
 Cuando arrojes al mar 
 Las cenizas de la pasión 
 No hablaré del final 
 Por ninguna razón"
34,Camaleon,Dynamo (Remastered),https://i.scdn.co/image/ab67616d0000b273b755f1b1b4410d404fe21167,Soda Stereo,https://p.scdn.co/mp3-preview/43ac70d281674d0b67334ac44a0685ddc56f6489?cid=b1e13d47b67249bda69ed912bb4f7133,1992-10-09,281480,47,8.92e-05,0.374,0.92,0.491,0.0864,-7.561,0.0478,195.93,4," 
 
  
 Ah hm hmm ah hm hmm 
 Ah hm hmm ah hm hmm  
 Ah hm hmm ah hm hmm 
 Ah hm hmm ah hm hmm 
 Ah hm hmm ah hm hmm 
 Ah hm hmm ah hm hmm 
 
  
 Camaleón se armó la escena justa 
 Vos y yo juntos somos como un templo 
 El color nos mimetiza 
 Y el frenesí nos suele llegar a tiempo 
  
 Te mentí y me dejaste hacerlo 
 Pero igual jamás voy a engañarte  
 Soledad mi cuerpo sigue ardiendo 
 Tanto hablar de un sueño recurrente 
 
  
 Alguna vez que te perdí el rastro sospeché 
 Sabías dónde esconderte 
 Y ya no importa saber el final 
 Solo amarte y cruzar el fuego ah-ah-aah ah-ah 
 
  
 ¿Cómo sigue? 
 ¿Cómo sigue esto? 
 ¿Cómo sigue? 
 ¿Cómo sigue esto? 
  
 
  
 Camaleón nos quedamos solos 
 Camaleón 
 Camaleón nos quedamos solos 
 Camaleón 
 Camaleón sí nos quedamos solos 
 Camaleón  
 Camaleón nos quedamos solos 
 Camaleón  
 
  
 Camaleón sí nos quedamos solos 
 Camaleón 
 "
35,Toma La Ruta,Dynamo (Remastered),https://i.scdn.co/image/ab67616d0000b273b755f1b1b4410d404fe21167,Soda Stereo,https://p.scdn.co/mp3-preview/43710aeee96a75ed8e8bb38fee8d3dc56b7d4ec7?cid=b1e13d47b67249bda69ed912bb4f7133,1992-10-09,269146,48,3.42e-06,0.446,0.909,0.729,0.387,-7.154,0.0641,115.967,4," 
 
  
 No preguntes más por mí nadie sabe nada 
 No estés preocupada yo la paso bien 
 
  
 Maaal 
 Después de tanto andar tanto andar 
 Maa-aal 
 Estás en el mismo lugar mismo lugar 
  
 Probaste luna y bebiste cielo 
 Y a veces sueñas con volver a los viejos buenos tiempos 
 
  
 Maaal 
 Después de tanto andar tanto andar 
 Maaal 
 Estás en el mismo lugar mismo—mismo lugar 
 
  
 Sal del camino Maaal 
 Toma la ruta será diferente diferente diferente 
 
  
 Maaal 
 Y si después de andar tanto andar 
 Maaal 
 Estás en el mismo lugar mismo lugar 
 
 Maaal 
 Después de tanto andar tanto andar 
 Maaal 
 Estás en el mismo lugar mismo lugar 
 
  
 Toma la ruta 
 Sal del camino y toma la ruta"
36,Nuestra Fe,Dynamo (Remastered),https://i.scdn.co/image/ab67616d0000b273b755f1b1b4410d404fe21167,Soda Stereo,https://p.scdn.co/mp3-preview/32fd33075833618b8e1a24811f22aa756fb938d1?cid=b1e13d47b67249bda69ed912bb4f7133,1992-10-09,396546,47,0.000207,0.486,0.868,0.437,0.153,-8.266,0.0379,100.004,4," 
 
  
 Bajo esta piel 
 Que estoy mudando 
 Encendí un amanecer 
 
  
 Que no para de crecer 
 Que no para de crecer 
  
 Y con el sol de abril 
 Y sin saber por qué 
 Estoy sudando en nuestra fé 
 
  
 Que no para de crecer 
 Que no para de crecer 
 
  
 Tengo aquí el cristal 
 En mis manos 
 Ya soy todo un corazón 
 
  
 
  
 Que no para de crecer 
 Que no para de crecer 
 
  
 Oh oh oh-oh 
 Oh oh oh-oh 
 Oh oh oh-oh 
 Oh oh oh-oh 
 Oh oh oh 
 Oh oh 
 Oh oh 
 Oh oh oh 
 Oh oh oh  
  
  
 Que no para de crecer  
 Ya no para de crecer  
 El poder de nuestra fé  
 Que no para de crecer  
 
  
  
  
  
  
 "
37,Claroscuro,Dynamo (Remastered),https://i.scdn.co/image/ab67616d0000b273b755f1b1b4410d404fe21167,Soda Stereo,https://p.scdn.co/mp3-preview/476401b49e8139c04f69d67d1d85795a13a0a035?cid=b1e13d47b67249bda69ed912bb4f7133,1992-10-09,244560,46,0.0002,0.574,0.738,0.834,0.176,-8.756,0.0434,115.965,4," 
 
 Cuando río de placer 
 Y me quedo solo suspirando formas de humo ... 
 
 Dulce criatura 
 Nunca estás segura 
 Y yo soy tan dependiente de tu amor 
 
 No me sigas no sé dónde voy 
 Las cenizas vuelan en un claroscuro y me nublan 
 Paso la frontera 
 Del dolor suicida 
 Alma fugitiva libérame 
 Cuando estés dormida 
 Volveré a tocarte 
 Me confiaste ser tu ángel 
 Aunque 
 
 Dulce criatura 
 Nunca estás segura 
 Ya no tengas dudas 
 Soy tan dependiente de tu amor"
38,Tratame Suavemente,Soda Stereo (Remastered),https://i.scdn.co/image/ab67616d0000b2738fd9b16eb6bdd20c95717258,Soda Stereo,https://p.scdn.co/mp3-preview/c187f119ee4b226dabd8a1a7360768f324939d2a?cid=b1e13d47b67249bda69ed912bb4f7133,1984-02-06,200800,75,0.043,0.738,0.8,0.0543,0.595,-3.366,0.0283,122.858,4," 
 
  
 Alguien me ha dicho que la soledad se esconde tras tus ojos 
 Y que tu blusa atora sentimientos que respiras 
 Tenés que comprender que no puse tus miedos donde están guardados 
 Y que no podré quitártelos si al hacerlo me desgarras 
 
  
 No quiero soñar mil veces las mismas cosas 
 Ni contemplarlas sabiamente 
 Quiero que me trates suavemente 
  
 Te comportas de acuerdo 
 Con lo que te dicta cada momento 
 Y esta inconstancia no es algo heroico 
 Es más bien algo enfermo 
 
  
 No quiero soñar mil veces las mismas cosas 
 Ni contemplarlas sabiamente 
 Quiero que me trates suavemente 
 
  
 
  
 No quiero soñar mil veces las mismas cosas 
 Ni contemplarlas sabiamente 
 Quiero que me trates suavemente 
 Quiero que me trates suavemente 
 Quiero que me trates suavemente 
 
  
 Suavemente suavemente suavemente"
39,En la Ciudad de la Furia,Comfort Y Musica Para Volar,https://i.scdn.co/image/ab67616d0000b2733875f29a2a8234ac7ef2706a,Soda Stereo,https://p.scdn.co/mp3-preview/1e3ea58eac05fe109d8d26928ae8c772ca550cba?cid=b1e13d47b67249bda69ed912bb4f7133,1996-09-01,522000,63,0.415,0.361,0.519,0.057,0.845,-10.02,0.0597,170.604,4," 
 
  
 Me verás volar por la ciudad de la furia 
 Donde nadie sabe de mí y yo soy parte de todos 
 Nada cambiará con un aviso de curva 
 En sus caras veo el temor ya no hay fábulas en la ciudad de la furia 
 
  
 Me verás caer como un ave de presa 
 Me verás caer sobre terrazas desiertas oh 
 Te desnudaré por las calles azules 
 Me refugiaré antes que todos despierten 
  
 Me dejarás dormir al amanecer 
 Entre tus piernas entre tus piernas 
 Sabrás ocultarme bien y desaparecer 
 Entre la niebla entre la niebla 
 
  
 Un hombre alado extraña la tierra 
 
  
 Me verás volar por la ciudad de la furia 
 Donde nadie sabe de mí y yo soy parte de todo 
 Por la luz del sol se derriten mis alas 
 Sólo encuentro en la oscuridad lo que me une con la ciudad de la furia 
 
  
 Me verás caer como una flecha salvaje 
 Me verás caer entre vuelos fugaces oh 
 Buenos Aires se ve tan susceptible 
 Ese destino de furia es lo que en sus caras persiste 
 
  
 Me dejarás dormir al amanecer 
 Entre tus piernas entre tus piernas 
 Sabrás ocultarme bien y desaparecer 
 Entre la niebla entre la niebla  
 Un hombre alado prefiere la noche 
  
 
  
 Me verás volver 
 Me verás volver 
 A la ciudad de la furia"
