,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
10,Can I Play with Madness,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/5d79cec5cd7c74a31eaf7dcf06a6663ac7f596d8?cid=b1e13d47b67249bda69ed912bb4f7133,1988,211253,60,0.0891,0.313,0.981,0.0,0.264,-3.491,0.0981,140.56,1," 
 Can I play with madness? 
 
  
 Give me the sense to wonder 
 To wonder if Im free 
 Give me a sense of wonder 
 To know I can be me 
 Give me the strength to hold my head up 
 Spit back in their face 
 Dont need no key to unlock this door 
 Gonna break down the walls 
 Break out of this bad place 
  
 Can I play with madness? 
 The prophet stared at his crystal ball 
 Can I play with madness? 
 Theres no vision there at all 
 Can I play with madness? 
 The prophet looked at me and laughed at me ha he said 
 Can I play with madness? 
 He said ""Youre blind too blind to see"" 
 
  
 Oh said ""Youre too blind to see""  mmm 
 
  
 I screamed aloud to the old man 
 I said ""Dont lie dont say you dont know"" 
 I say ""Youll pay for this mischief 
 In this world or the next"" 
 Oh and then he fixed me with a freezing glance 
 And the hellfires raged in his eyes 
 He said ""You wanna know the truth son? 
 Lord Ill tell you the truth 
 Your souls gonna burn in a lake of fire"" 
 
  
 Can I play with madness? 
 The prophet stared at his crystal ball 
 Can I play with madness? 
 Theres no vision there at all 
 Can I play with madness? 
 The prophet looked at me and laughed at me haha he said 
 Can I play with madness? 
 He said ""Youre blind too blind to see""  
 Oh ""Listen to me"" said the prophet 
 
  
 
  
 Can I play with madness? 
 The prophet stared at his crystal ball 
 Can I play with madness? 
 Theres no vision there at all 
 Can I play with madness? 
 The prophet looked and he laughed at me ha he said 
 Can I play with madness? 
 He said ""Youre blind too blind to see"" 
 
  
 Can I play with madness?"
11,The Wicker Man,Brave New World (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273e1c50403652529dccf16f84c,Iron Maiden,https://p.scdn.co/mp3-preview/a7683ce1147a2f774f5bde6b5f05880655ccaeea?cid=b1e13d47b67249bda69ed912bb4f7133,2000,275253,60,0.000855,0.424,0.98,5.72e-06,0.129,-4.33,0.154,101.502,4," 
 
  
 Hand of fate is moving and the finger points to you 
 He knocks you to your feet and so what are you gonna do? 
 Your tongue has frozen now youve got something to say 
 The piper at the gates of dawn is calling you his way 
 
  
 You watch the world exploding every single night 
 Dancing in the sun a newborn in the light 
 Say goodbye to gravity and say goodbye to death 
 Hello to eternity and live for every breath 
  
 Your time will come 
 Your time will come 
 Your time will come 
 Your time will come 
 
  
 The ferryman wants his money you aint gonna give it back 
 He can push his own boat as you set off up the track 
 Nothing you can contemplate will ever be the same 
 Every second is a new spark sets the universe aflame 
 
  
 You watch the world exploding every single night 
 Dancing in the sun a newborn in the light 
 Brothers and their fathers joining hands and make a chain 
 The shadow of the wicker man is rising up again 
 
  
 Your time will come 
 Your time will come 
 Your time will come 
 Your time will come 
 
  
   
 Your time will come 
 Your time will come 
 Your time will come 
 Your time will come 
 
 Your time will come 
 Your time will come 
 Your time will come 
 Your time will come 
 
  
 Whoa whoa whoa whoa 
 Whoa whoa whoa whoa 
 Whoa whoa whoa whoa 
 Whoa whoa whoa whoa"
12,Be Quick or Be Dead,Fear of the Dark (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730dda9c11454b9053d07f585a,Iron Maiden,https://p.scdn.co/mp3-preview/26ac990391f0f496b559666185d1f3561447e1a8?cid=b1e13d47b67249bda69ed912bb4f7133,1992,203653,59,9.4e-05,0.319,0.965,0.00221,0.141,-4.354,0.0646,127.721,4," 
 Covered in sinners and dripping with guilt 
 Making you money 
 From slime and from filth 
 Parading your bellies in ivory towers 
 Investing our lives 
 In your schemes and your powers 
 
  
 Youve got to watch them 
 Be quick or be dead 
 Snake eyes in Heaven 
 The thiefs in your head 
 Youve got to watch them 
 Be quick or be dead 
 Snake eyes in Heaven 
 The thief in your head 
  
 Be quick or be dead 
 Be quick  
 Or be dead  
 
  
 See whats ruling all our lives 
 See whos pulling strings 
 See whats ruling all our lives 
 See who pulls the strings 
 I bet you wont fall on your face 
 Your belly will hold you in place 
 
  
 The serpent is crawling inside of your ear 
 He says you must vote 
 For what you want to hear 
 Dont matter whats wrong 
 As long as youre alright 
 Pull yourself stupid rob yourself blind 
 
  
 Youve got to watch them 
 Be quick or be dead 
 Snake eyes in Heaven 
 The thiefs in your head 
 Youve got to watch them 
 Be quick or be dead 
 Snake eyes in Heaven 
 The thiefs in your head  
 Be quick or be dead 
 Be quick  
 Or be dead  
 
  
 
  
 Youve got to watch them 
 Be quick or be dead 
 Snake eyes in Heaven 
 The thiefs in your head 
 Youve got to watch them 
 Be quick or be dead 
 Snake eyes in Heaven 
 The thiefs in your head 
 
  
 Be quick or be dead 
 Be quick"
13,The Writing on the Wall,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/e374ca859b3d7df0e3455b48d1b79c7eaaba8bee?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,373898,59,0.00158,0.402,0.912,0.000179,0.0923,-5.447,0.0442,90.045,4," 
 Across a painted desert lies a train of vagabonds 
 All thats left of what we were its what we have become 
 Once our empires glorious but now the empires gone 
 The dead gave us the time to live and now our time is done 
 
  
 Now we are victorious weve become our slaves 
 A land of hope and glory   building graveyards for the brave 
 
  
 Have you seen the writing on the wall? 
 Have you seen that writing? 
 Can you see the riders on the storm? 
 Can you see them riding? 
 Can you see them riding? 
  
 Holding onto fury is that all we ever know 
 Ignorance our judge and jury all weve got to show 
 From Hollywood to Babylon holy war to kingdom come 
 On a trail of dust and ashes when the burning sky is done 
 
  
 A tide of change is coming and that is what you fear 
 The earthquake is a-coming but you dont want to hear 
 Youre just too blind to see 
 
  
 Have you seen the writing on the wall? 
 Have you seen that writing? 
 Can you see the riders on the storm? 
 Can you see them riding? 
 Can you see them riding? 
 Riding next to you 
 
  
 
  
 Have you seen the writing on the wall? 
 Have you seen that writing? 
 Can you see the riders on the storm? 
 Can you see them riding? 
 Have you seen the writing on the wall? 
 Have you seen that writing? 
 Can you see the riders on the storm? 
 Can you see them riding? 
 Can you see them riding? 
 Riding next to you"
14,The Evil That Men Do,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/7ceb35d3b38056c4a0d6cb444bdefdb0534ba278?cid=b1e13d47b67249bda69ed912bb4f7133,1988,274213,59,0.00852,0.255,0.977,2.8e-06,0.0776,-4.672,0.11,161.738,4," 
 Love is a razor and I walked the line on that silver blade 
 Slept in the dust with his daughter 
 Her eyes red with the slaughter of innocence 
 And I will pray for her I will call her name out loud 
 I would bleed for her If I could only see her now 
 
  
 Living on a razors edge 
 Balancing on a ledge 
 Living on a razors edge oh 
 Balancing on a ledge oh 
 Balancing on a ledge oh 
 Living on a razors edge 
 Balancing on a ledge you know you know 
  
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 
  
 Circle of fire my baptism of joy at an end it seems 
 The seventh lamb slain  the book of life opens before me 
 And I will pray for you some day I may return 
 Dont you cry for me beyond is where I learn 
 
  
 Living on a razors edge 
 Balancing on a ledge 
 Living on a razors edge 
 You know you know 
 
  
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 
  
   
 Living on a razors edge 
 Balancing on a ledge 
 Living on a razors edge 
 You know you know 
 
  
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 The evil that men do lives on and on 
 
  
 The evil the evil 
 The evil that men do 
 The evil the evil 
 The evil that men do 
 Aw Aw"
15,Wrathchild,Killers (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273450ea0598665b1fb85c472d0,Iron Maiden,https://p.scdn.co/mp3-preview/1d019619402d3f6b359fc8526ded07c067aa7c27?cid=b1e13d47b67249bda69ed912bb4f7133,1981,175053,56,0.0188,0.438,0.93,0.349,0.196,-4.959,0.0484,104.812,4," 
 Yeah 
 
  
 I was born into a scene of angriness and greed 
 Dominance and persecution 
 My mother was a queen   my dad Ive never seen 
 I was never meant to be 
 
  
 And now I spend my time looking all around 
 For a man thats nowhere to be found 
 Until I find him Im never gonna stop searching 
 Im gonna find my man gonna travel around 
  
 Cause Im a wrathchild 
 Yeah Im a wrathchild 
 Well Im a wrathchild 
 Im coming to get you ooh yeah yeah 
 
  
 
  
 Oh... yeah 
 
  
 Say it doesnt matter aint nothin gonna alter 
 The course of my destination 
 I know Ive got to find some serious peace of mind 
 Or I know Ill just go crazy 
 
  
 But now I spend my time looking all around 
 For a man thats nowhere to be found ugh 
 Until I find him Im never gonna stop searching 
 Im gonna find my man gonna travel around 
 
  
 Cause Im a wrathchild 
 Well Im a wrathchild 
 Yeah Im a wrathchild 
 Im coming to get you ooh yeah yeah  
 Yeah"
16,Children of the Damned,The Number of the Beast (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2735c29a88ba5341ca428f0c322,Iron Maiden,https://p.scdn.co/mp3-preview/a273ab51a2b37df8efff3c1740335e438df30833?cid=b1e13d47b67249bda69ed912bb4f7133,1982,275280,56,0.0233,0.286,0.775,0.177,0.12,-6.607,0.0335,96.707,4," 
 Hes walking like a small child 
 But watch his eyes burn you away 
 Black holes in his golden stare 
 God knows he wants to go home 
 
  
 Children of the damned 
 Children of the damned 
 Children of the damned 
 Children of the damned 
  
 Hes walking like a dead man 
 If he had lived he wouldve crucified us all 
 Now hes standing on his last step 
 He thought ""Oblivion? Well it beckons us all"" 
 
  
 Children of the damned 
 Children of the damned 
 Children of the damned 
 Children of the damned 
 
  
 Now its burning his hands hes turning to laugh 
 Smiles as the flame sears his flesh 
 Melting his face screaming in pain 
 Peeling the skin from his eyes 
 Watch him die according to plan 
 Hes dust on the ground what did we learn? 
 
  
 Oh oh-oh-oh-oh-oh 
 Oh oh-oh-oh-oh-oh 
 Oh oh-oh-oh-oh-oh 
 Oh oh-oh-oh-oh-oh 
 Oh oh-oh-oh-oh-oh 
 Oh oh-oh-oh-oh-oh 
 Oh oh-oh-oh-oh-oh 
 Oh oh-oh-oh-oh-oh  
 Youre children of the damned 
 Your backs against the wall 
 You turn into the light 
 Youre burning in the night 
 Youre children of the damned 
 Like candles watch them burn 
 Burning in the light 
 Youll burn again tonight 
 Children of the damned"
17,Days Of Future Past,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/d7dafd6d4f4a1d71c413f3d00fc486dabdf992f6?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,243754,57,0.000576,0.433,0.92,5.5e-05,0.123,-4.738,0.0409,92.466,4," 
 A war in Heaven in Gods rage 
 He put me in this burning cage 
 Holy fury locks me in 
 Imprisoned by my deadly sin 
 Every hour the shadow king 
 Wonders what his clock will bring 
 Ive lived and loved and thats for sure 
 My fatal quest forevermore 
 
  
 The days of future past to wander on the shore 
 A king without a queen to die forevermore 
 To wander in the wasteland 
 Immortal to the end 
 Waiting for the judgement 
 But the judgement never ends 
  
 Once crucified you forgave it all 
 But my own life condemned to fall 
 Wheres the glory in your name 
 My twisted soul still burns in flame 
 Hark you angels hear my call 
 Father witness to my fall 
 Between the lines of sin and pain 
 I walk the earth now doomed again 
 
  
 The days of future past to wander on the shore 
 A king without a queen to die forevermore 
 To wander in the wasteland 
 Immortal to the end 
 Waiting for the judgement 
 But the judgement never ends 
 
  
 
  
 The days of future past to wander on the shore 
 A king without a queen to die forevermore 
 To wander in the wasteland 
 Immortal to the end 
 Waiting for the judgement 
 But the judgement never ends  
 The days of future past to wander on the shore 
 A king without a queen to die forevermore 
 To wander in the wasteland 
 Immortal to the end 
 Waiting for the judgement 
 But the judgement never ends"
18,Phantom of the Opera,Iron Maiden (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2736ac3ed972e1c181cd2ee8d55,Iron Maiden,https://p.scdn.co/mp3-preview/4fc9184aeda820db77b9d4b84cef647152d773fb?cid=b1e13d47b67249bda69ed912bb4f7133,1980,441466,59,6.28e-05,0.319,0.952,0.154,0.918,-5.315,0.0723,109.275,4," 
 Oh-woah yeah 
 
  
 Ive been looking so long for you now 
 You wont get away from my grasp 
 Youve been living so long in hiding 
 And hiding behind that false mask 
 You know and I know that you aint got that long to last 
 Your looks and your feelings are just the remains of your past 
 
  
 Youre standing in the wings 
 There you wait for the curtain to fall 
 And knowing the terror and holding you have on us all 
 Now I know that youre gonna scratch me and maim me and maul 
 And you know Im helpless from your mesmerizing cat call 
 Ooh 
 
  
 Keep your distance walk away dont take his bait 
 Dont you stray dont fade away yeah 
 Watch your step hes out to get you come what may 
 Dont you stray from the narrow way yeah 
 
  
  
  
   
 Im running and hiding in my dreams youre always there 
 Youre the Phantom of the Opera 
 Youre the devil youre just out to scare 
 You damaged my mind and my soul it just floats through the air 
 You haunt me you taunt me 
 You torture me back at your lair"
19,Blood Brothers,Brave New World (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273e1c50403652529dccf16f84c,Iron Maiden,https://p.scdn.co/mp3-preview/684d7a32b42fd539cbc59148952b87be7a0bcfc4?cid=b1e13d47b67249bda69ed912bb4f7133,2000,434293,57,0.0501,0.243,0.809,0.0338,0.133,-6.316,0.0479,182.679,3," 
 If youre taking a walk through the garden of life 
 What do you think youd expect you would see? 
 Just like a mirror reflecting the moves of your life 
 And in the river reflections of me 
 
  
 Just for a second a glimpse of my father I see 
 And in a movement he beckons to me 
 And in a moment the memories are all that remain 
 And all the wounds are reopen again 
  
 Were blood brothers were blood brothers 
 Were blood brothers were blood brothers 
 
  
 And as you look all around at the world in dismay 
 What do you see do you think we have learned? 
 Not if youre taking a look at the war-torn affray 
 Out in the streets where the babies are burnt 
 
  
 Were blood brothers were blood brothers 
 Were blood brothers were blood brothers 
 
  
 There are times when I feel Im afraid for the world 
 There are times Im ashamed of us all 
 When youre floating on all the emotion you feel 
 And reflecting the good and the bad 
 
  
 Will we ever know what the answer to life really is? 
 Can you really tell me what life is? 
 Maybe all the things that you know that are precious to you 
 Could be swept away by fates own hand  
 Were blood brothers were blood brothers 
 Were blood brothers were blood brothers 
 
  
 
  
 When you think that weve used all our chances 
 And the chance to make everything right 
 Keep on making the same old mistakes 
 Makes untipping the balance so easy 
 When were living our lives on the edge 
 Say a prayer on the book of the dead 
 
  
 
  
 Were blood brothers were blood brothers 
 Were blood brothers were blood brothers 
 Were blood brothers were blood brothers 
 Were blood brothers were blood brothers 
 
  
 And if youre taking a walk through the garden of life"
20,Afraid to Shoot Strangers,Fear of the Dark (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730dda9c11454b9053d07f585a,Iron Maiden,https://p.scdn.co/mp3-preview/025e70c3d8d89fe021dc44b179f78a4fc2aafda3?cid=b1e13d47b67249bda69ed912bb4f7133,1992,416560,56,0.00325,0.279,0.817,0.0346,0.0855,-5.331,0.0458,156.64,3," 
 Lying awake at night 
 I wipe the sweat from my brow 
 But its not the fear 
 Cause Id rather go now 
 Trying to visualize 
 The horrors that will lay ahead 
 The desert sand mound a burial ground 
 
  
 When it comes to the time 
 Are we partners in crime? 
 When it comes to the time 
 Well be ready to die 
 
  
 God let us go now 
 And finish whats to be done 
 Thy Kingdom come 
 Thy shall be done on Earth 
 Trying to justify to ourselves 
 The reasons to go 
 Should we live and let live? 
 Forget or forgive? 
 
  
 But how can we let them go on this way? 
 The reign of terror corruption must end 
 And we know deep down 
 Theres no other way 
 No trust no reasoning no more to say  
 Afraid to shoot strangers 
 Afraid to shoot strangers 
 
  
 
  
 Afraid afraid to shoot strangers 
 Afraid afraid to shoot strangers 
 Afraid afraid to shoot strangers 
 Afraid afraid to shoot strangers 
 Afraid afraid to shoot strangers 
 Afraid afraid to shoot strangers 
 Afraid afraid to shoot strangers 
 Afraid afraid to shoot strangers 
 
  
 
  
 Afraid to shoot strangers 
 Afraid to shoot strangers 
 Afraid to shoot strangers 
 Afraid to shoot strangers"
21,Stratego,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/d82c24f32c2c95b928c3f0379a1a514b6a77aac0?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,299946,54,0.000144,0.473,0.968,0.0347,0.612,-7.297,0.0642,138.054,4," 
 How do you read a madmans mind? 
 Teach me the art of war 
 For I shall bring more than you bargained for 
 Give me an ultimatum 
 That I could not dream of 
 Spills of a crying nation upon my soul 
 
  
 For I have not a mortal soul 
 That you already know 
 Look at my eyes 
 There’s no surprise 
  
 Ocean is black the devils track 
 Looking beyond beneath the sea 
 Eye of the storm is here again 
 Been there before you were ever born 
 Beyond the dark I feel the pain 
 Its hidden but I can’t explain 
 A cross to bear a heavy faith 
 My sorrow whispers time again 
 
  
 I hear you calling my name 
 Come to claim my life again 
 Pray for me Im almost there 
 The pain almost too much to bear 
 
  
 I try to find my way back home 
 To feel the same again 
 The voice of nothing listened far too long 
 Little by little eat away 
 I think Ive lost my mind 
 Too late to change now what I left behind 
 
  
 Hear me listen my call 
 I am ready to fall 
 Lord hear me now 
 Let me go  
 
  
 Ocean is black the devils track 
 Looking beyond beneath the sea 
 Eye of the storm is here again 
 Been there before you were ever born 
 Beyond the dark I feel the pain 
 Its hidden but I cant explain 
 A cross to bear a heavy faith 
 My sorrow whispers time again"
22,Dance of Death,Dance of Death (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273d0d7dbbbb9ee8980315ea58b,Iron Maiden,https://p.scdn.co/mp3-preview/42f15da41e21363d544c3db2a5138e49d8e87d66?cid=b1e13d47b67249bda69ed912bb4f7133,2003,516426,56,0.0466,0.311,0.876,0.00442,0.134,-5.115,0.0936,124.584,4," 
 Let me tell you a story to chill the bones 
 About a thing that I saw 
 One night wandering in the Everglades 
 Id one drink but no more 
 I was rambling enjoying the bright moonlight 
 Gazing up at the stars 
 Not aware of a presence so near to me 
 Watching my every move 
 
  
 Feeling scared and I fell to my knees 
 As something rushed me from the trees 
 Took me to an unholy place 
 And that is where I fell from grace 
 Then they summoned me over to join in with them 
 To the dance of the dead 
 Into the circle of fire I followed them 
 Into the middle I was led 
  
 As if time had stopped still I was numb with fear 
 But still I wanted to go 
 And the blaze of the fire did no hurt upon me 
 As I walked onto the coals 
 And I felt I was in a trance 
 And my spirit was lifted from me 
 And if only someone had the chance 
 To witness what happened to me 
 
  
 And I danced and I pranced and I sang with them 
 All had death in their eyes 
 Lifeless figures - they were undead - all of them 
 They had ascended from hell 
 
  
 As I danced with the dead 
 My free spirit was laughing and howling down at me 
 Below my undead body 
 Just danced the circle of dead 
 Until the time came to reunite us both 
 My spirit came back down to me 
 I didnt know if I was alive or dead 
 As the others all joined in with me  
 By luck then a skirmish started 
 And took the attention away from me 
 When they took their gaze from me 
 Was the moment that I fled 
 I ran like hell faster than the wind 
 But behind I did not glance 
 One thing that I did not dare 
 Was to look just straight ahead 
 
  
 
  
 When you know that your time has come around 
 You know youll be prepared for it 
 Say your last goodbyes to everyone 
 Have a drink and say a prayer for it 
 
  
 When youre lying in your sleep when youre lying in your bed 
 And you wake from your dreams to go dancing with the dead 
 When youre lying in your sleep when youre lying in your bed 
 And you wake from your dreams to go dancing with the dead 
 
  
 To this day I guess Ill never know 
 Just why they let me go 
 But Ill never go dancing no more 
 Til I dance with the dead"
23,Caught Somewhere in Time,Somewhere in Time (2015 Remaster),https://i.scdn.co/image/ab67616d0000b27369059f3685b992f9ce22cd4c,Iron Maiden,https://p.scdn.co/mp3-preview/19c06cbb98038b884b055feeaa468cd90bc5cbc0?cid=b1e13d47b67249bda69ed912bb4f7133,1986,447333,53,0.00218,0.238,0.987,0.0175,0.107,-4.408,0.168,174.124,4," 
 If you had the time to lose 
 An open mind and time to choose 
 Would you care to take a look 
 Or can you read me like a book? 
 
  
 Time is always on my side 
 Time is always on my side 
 
  
 Can I tempt you come with me 
 Be Devil may care fulfill your dream 
 If I said Id take you there 
 Would you go would you be scared? 
  
 Time is always on my side 
 Time is always on my side 
 
  
 Dont be afraid youre safe with me 
 Safe as any soul can be 
 Honestly just let yourself go 
 
  
 Caught somewhere in time 
 Caught somewhere in time 
 Caught somewhere in time oh 
 Caught somewhere in time 
 Caught somewhere in time 
 Caught somewhere in time oh 
 
  
  
  
 
  
 Like a wolf in sheeps clothing 
 You try to hide your deepest sins 
 Of all the things that youve done wrong 
 And I know where you belong  
 Time is always on my side 
 Time is always on my side 
 
  
 Make you an offer you cant refuse 
 Youve only got your soul to lose 
 Eternally hehehehe let yourself go 
 
  
 Caught somewhere in time 
 Caught somewhere in time 
 Caught somewhere in time oh 
 Caught somewhere in time 
 Caught somewhere in time 
 Caught now in two minds oh"
24,Revelations,Piece of Mind (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2732277d1a849a63c7075ec38ff,Iron Maiden,https://p.scdn.co/mp3-preview/37a71387d8331c7606ce21f7d602f179924e161e?cid=b1e13d47b67249bda69ed912bb4f7133,1983,409626,53,0.189,0.304,0.845,0.00106,0.344,-5.632,0.0788,90.374,4," 
 O God of earth and altar 
 Bow down and hear our cry 
 Our earthly rulers falter 
 Our people drift and die 
 The walls of gold entomb us 
 The swords of scorn divide 
 Take not thy thunder from us 
 Take away our pride 
 
  
  
 Just a babe in a black abyss 
 No reason for a place like this 
 The walls are cold and souls cry out in pain 
 An easy way for the blind to go 
 A clever path for the fools who know 
 The secret of the hanged man the smile on his lips 
 
  
 The light of the blind youll see 
 The venom tears my spine 
 The eyes of the Nile are opening youll see 
 
  
 She came to me with a serpents kiss 
 As the eye of the sun rose on her lips 
 Moonlight catches silver tears that I cry 
 So we lay in a black embrace 
 And the seed is sown in a holy place 
 And I watched and I waited for the dawn oh 
 
  
 The light of the blind youll see 
 The venom tears my spine 
 The eyes of the Nile are opening youll see  
 Go 
 
  
 
  
 Bind all of us together 
 Ablaze with hope and free 
 No storm or heavy weather 
 Will rock the boat youll see 
 The time has come to close your eyes 
 And still the wind and rain 
 For the one who will be king 
 The watcher in the ring 
 
  
 It is you oh 
 It is you"
25,Senjutsu,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/dacf36f1afe589315b2849bb6843a2aa22c9c0db?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,500170,54,0.000171,0.347,0.885,0.0892,0.217,-6.121,0.0615,180.172,3," 
 Beat the warning the sound of the drums 
 Set the beacons afire for them all 
 Call to arms all the men far and wide 
 Have to fight now for dynasty pride at stake 
 The invaders repel from the north 
 Keep out nomads who come from the plains 
 Northern grasslands awash with them all 
 Blocking the tribes that invade from the south of us 
 
  
 Rallying round to the call 
 We can hear far away are the sound of distant drums 
 And they need everyone at the wall 
 So the day of our judgement has now begun to fall 
  
 Survive on ledges bitten in dust 
 Knowledge and virtue is stricken by lust 
 Really believe that theyre coming for us 
 Dancing on graves of those who bled for us 
 Driven away by our endless desire 
 Defeat by anger and our greatest fire 
 Attack again and try as they might 
 Hold them again  and see them running 
 
  
 
  
 Rallying round to the call 
 We can hear far away are the sound of distant drums 
 And they need everyone at the wall 
 So the day of our judgement has now begun to fall 
 
  
 Hear them coming 
 Ready now we wait 
 Must be steadfast 
 Must be patient 
 Must believe in 
 That we can win 
 What will save us 
 The great wall  
 Now under siege have the real strength to hold them now 
 Have to believe that we can repel them 
 Faith in the years our ancestors taught us 
 Have the belief that we can protect the wall 
 Try if they can we will overthrow them 
 Fight to the last they can never own us 
 Battle of wills well fight to the last man 
 Honour our dead so they never fought in vain 
 
  
 
  
 Hold our fortune 
 Avenge the merciful 
 Hold the great wall 
 Never fall again 
 Arrows falling 
 Dark oblivion 
 Live in spirit 
 Live to tell our sons 
 
  
 Rallying round to the call 
 We can hear far away are the sound of distant drums 
 And they need everyone at the wall 
 So the day of our judgement has now begun to fall "
26,Running Free,Iron Maiden (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2736ac3ed972e1c181cd2ee8d55,Iron Maiden,https://p.scdn.co/mp3-preview/8a12ba5fdf90cf2b8bef88a2950c4cf74da49878?cid=b1e13d47b67249bda69ed912bb4f7133,1980,197573,52,0.000777,0.478,0.823,0.229,0.169,-5.346,0.206,171.263,4," 
 Okay 
 
  
 Just sixteen a pickup truck 
 Out of money out of luck 
 Ive got nowhere to call my own 
 Hit the gas and here I go 
 
  
 Im running free yeah 
 Im running free 
 Im running free yeah 
 Oh Im running free 
  
 I spent the night in an L.A. jail 
 And listened to the sirens wail 
 But they aint got a thing on me 
 Im running wild Im running free yeah 
 
  
 Im running free yeah 
 Im running free 
 Im running free yeah 
 Oh Im running free 
 Get out of my way hey 
 
  
 
  
 
  
 Im running free yeah 
 Im running free 
 Im running free yeah 
 Oh Im running free 
 Free 
 Ow 
 
   
 Pulled her at the Bottle Top 
 Whiskey dancing disco hop 
 Now all the boys are after me 
 And thats the way its gonna be yeah 
 
  
 Im running free yeah 
 Im running free 
 Im running free yeah 
 Oh Im running free 
 Oh 
 
  
 Im running free yeah 
 Im running free 
 Im running Im running  
 Im running  ooh yeah yeah 
 Im running Im running  
 Im running  ooh yeah 
 Running Im running  
 Im running  yeah 
 Ow ow Ow ow"
27,22 Acacia Avenue,The Number of the Beast (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2735c29a88ba5341ca428f0c322,Iron Maiden,https://p.scdn.co/mp3-preview/66c69e6d1944867c2786469ea51a28fb09a6a897?cid=b1e13d47b67249bda69ed912bb4f7133,1982,396760,53,0.0359,0.305,0.907,0.0593,0.102,-5.866,0.0619,112.737,4," 
 If youre feeling down depressed and lonely 
 I know a place where we can go  
 22 Acacia Avenue 
 Meet a lady that I know 
 So if youre looking for a good time 
 And youre prepared to pay the price 
 Fifteen quid is all she asks for 
 Everybodys got their vice 
 
  
 If youre waiting for a long time 
 For the rest to do their piece 
 You can tell her that you know me 
 You might even get in free 
 So any time youre down the East End 
 Dont you hesitate to go 
 You can take my honest word for it 
 Shell teach you more than you can know 
  
 Charlotte cant you get out from all this madness? 
 Cant you see it only brings you sadness? 
 When you entertain your men dont you know the risk of getting disease? 
 Some day when youve reached the age of forty 
 I bet youll regret the days when you were laying 
 Nobody then will want to know 
 You wont have any more beautiful wares to show anymore 
 
  
 22 the Avenue 
 Thats the place where we all go 
 You will find its warm inside 
 The red lights burning bright tonight 
 
  
 Charlotte isnt it time you stopped this mad life? 
 Dont you ever think about the bad times? 
 Why do you have to live this way? 
 Do you enjoy your lay or is it the pay? 
 Sometimes when youre strolling down the Avenue 
 The way you walk it makes men think of having you 
 When youre walking down the street 
 Everybody stops and turns to stare at you 
 
  
 22 the Avenue 
 Thats the place where we all go 
 You will find its warm inside 
 The red lights burning bright tonight  
 Beat her mistreat her do anything that you please 
 Bite her excite her make her get down on her knees 
 Abuse her misuse her she can take all that youve got 
 Caress her molest her she always does what you want 
 
  
 
  
 Youre running away dont you know what youre doing? 
 Cant you see itll lead you to ruin? 
 Charlotte youve taken your life and youve thrown it away 
 You believe that because what youre earning 
 Your lifes good dont you know that its hurting? 
 All the people that love you dont cast them aside 
 All the men that are constantly drooling 
 Its no life for you stop all that screwing 
 Youre packing your bags youre coming with me 
 
 "
