,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
10,Angst,Zeit,https://i.scdn.co/image/ab67616d0000b2731108fef87966d83948b6a037,Rammstein,,2022-04-29,224801,72,0.000306,0.639,0.86,0.00549,0.0507,-4.27,0.069,112.025,4," 
 
  
  
  
  
  
  
  
 
  
 Wenn die Kinder unerzogen 
 Schon der Vater hat gedroht 
 „Der schwarze Mann er wird dich holen 
 Wenn du nicht folgst meinem Gebot“ 
  
 Und das glauben wir bis heute 
 So in Angst sind Land und Leute 
 Etwas Schlimmes wird geschehn 
 Das Böse kommt wird nicht mehr gehn 
 
  
 Und die Furcht wächst in die Nacht 
 Tür und Tore sind bewacht 
 Die Rücken nass die Hände klamm 
 Alle haben Angst vorm schwarzen Mann 
 
  
  
 
  
 In Dunkelheit schleicht er heran 
 Bist du nicht brav fasst er dich an 
 Traue keinem Fremden dann 
 So viel Albtraum so viel Wahn 
 
  
 Und so glauben wir bis heute 
 Schwer bewaffnet ist die Meute 
 Ach sie können es nicht lassen 
 Schreien Feuer in die Gassen  
 Und die Furcht wächst in die Nacht 
 Gar kein Auge zu gemacht 
 Der Rücken nass die Hände klamm 
 Alle haben Angst vorm schwarzen Mann 
 
  
  
  
  
 
  
 Wer hat Angst vorm schwarzen Mann? 
 Wer hat Angst vorm schwarzen Mann? 
 Wer hat Angst vorm schwarzen Mann? 
 Wer hat Angst? 
 
  
 Und die Furcht wächst in die Nacht 
 Gar kein Auge zugemacht 
 Die Rücken nass die Hände klamm 
 Alle haben Angst 
 
  
  
  Schwarzer Mann 
  
  Schwarzer Mann"
11,Du riechst so gut,Herzeleid (XXV Anniversary Edition - Remastered),https://i.scdn.co/image/ab67616d0000b273dcdfc25819de77e79c2edf49,Rammstein,,1995-09-24,291660,68,0.000111,0.676,0.747,0.203,0.356,-7.732,0.0308,111.85,4," 
 
  
  
 Ist nur eine schmale Brücke 
 Die Ufer sind Vernunft und Trieb 
 Ich steig’ dir nach 
 Das Sonnenlicht den Geist verwirrt 
 Ein blindes Kind das vorwärts kriecht 
 Weil es seine Mutter riecht 
  
  
 Die Spur ist frisch   und auf die Brücke 
 Tropft dein Schweiß dein warmes Blut 
 Ich seh’ dich nicht 
 Ich riech’ dich nur ich spüre Dich 
 Ein Raubtier das vor Hunger schreit 
 Wittere ich dich meilenweit 
 
  
 Du riechst so gut du riechst so gut ich geh’ dir hinterher 
 Du riechst so gut ich finde dich 
 So gut so gut ich steig’ dir nach 
 Du riechst so gut gleich hab ich dich 
 
  
  
 Ich warte bis es dunkel ist 
 Dann fass ich an die nasse Haut 
 Verrate mich nicht 
 Oh siehst du nicht die Brücke brennt 
 Hör auf zu schreien und wehre dich nicht 
 Weil sie sonst auseinander bricht 
 
  
 Du riechst so gut du riechst so gut ich geh’ dir hinterher 
 Du riechst so gut ich finde dich 
 So gut so gut ich steig’ dir nach 
 Du riechst so gut gleich hab ich dich  
 
  
 Du riechst so gut du riechst so gut ich geh’ dir hinterher 
 Du riechst so gut ich finde dich 
 So gut so gut ich fass dich an 
 Du riechst so gut jetzt hab ich dich 
 
  
 Du riechst so gut du riechst so gut ich geh’ dir hinterher"
12,Mein Herz brennt,Mutter,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,Rammstein,,2001-04-02,279893,68,0.00268,0.501,0.76,0.0616,0.152,-5.802,0.0343,83.046,4," 
 
  
 Nun liebe Kinder gebt fein Acht 
 Ich bin die Stimme aus dem Kissen 
 Ich hab euch etwas mitgebracht 
 Hab es aus meiner Brust gerissen 
 Mit diesem Herz hab ich die Macht 
 Die Augenlider zu erpressen 
 Ich singe bis der Tag erwacht 
 Ein heller Schein am Firmament 
  
 Mein Herz brennt 
 
  
 Sie kommen zu euch in der Nacht 
 Dämonen Geister schwarze Feen 
 Sie kriechen aus dem Kellerschacht 
 Und werden unter euer Bettzeug sehen 
 
  
 Nun liebe Kinder gebt fein acht 
 Ich bin die Stimme aus dem Kissen 
 Ich hab euch etwas mitgebracht 
 Ein heller Schein am Firmament 
 
  
 Mein Herz brennt 
 Mein Herz brennt 
 
  
 Sie kommen zu euch in der Nacht 
 Und stehlen eure kleinen heißen Tränen 
 Sie warten bis der Mond erwacht 
 Und drücken sie in meine kalten Venen 
 
  
 Nun liebe Kinder gebt fein acht 
 Ich bin die Stimme aus dem Kissen 
 Ich singe bis der Tag erwacht 
 Ein heller Schein am Firmament  
 Mein Herz brennt 
 Mein Herz brennt 
 Mein Herz brennt 
 Mein Herz brennt 
 
  
 
  
 Mit diesem Herz hab ich die Macht 
 Die Augenlider zu erpressen 
 Ich singe bis der Tag erwacht 
 Ein heller Schein am Firmament 
 
  
 Mein Herz brennt 
 Mein Herz brennt 
 Mein Herz brennt  
 Mein Herz brennt"
13,Zeig dich,Rammstein,https://i.scdn.co/image/ab67616d0000b27302add2c77fb6999e311a3248,Rammstein,,2019-05-17,255845,68,0.00108,0.545,0.942,0.0246,0.0585,-4.283,0.0417,165.066,4," 
 
  
 Exmustamus cruchifixus 
 Murisuri extraspection 
 Exmustamus cruchifixus 
 Lumine extraspection 
 Exmustamus cruchifixus 
 Murisuri extraspection extraspection 
 
  
 Verlangen verfluchen 
 Verdammen Versuchung 
 Verdammnis versprechen 
 Verüben sie Verbrechen 
 Verheißung verkünden 
 Vergebung aller Sünden 
 Verbreiten und vermehren 
 Im Namen des Herren 
  
 Zeig dich 
 
  
 Verstecken  verzichten 
 Verbrennen und vernichten 
 Verhütung verboten 
 Verstreuen sie Gebote 
 Verfolgung  verkünden 
 Vergebung der Sünden 
 Verbreiten sich vermehren 
 Im Namen des Herren 
 
  
 Zeig dich 
 Zeig dich 
 
  
 Zeig dich Versteck dich nicht 
 Zeig dich  Wir verlieren das Licht 
 Zeig dich Kein Engel in der Not 
 Kein Gott zeigt sich der Himmel färbt sich rot 
 
  
 Verfehlung verfolgen 
 Verführung vergelten 
 Vergnügen verpönt 
 Verlogen und verwöhnt 
 Aus Versehen sich 
 An Kindern vergehen 
 Verbreiten und vermehren 
 Im Namen des Herren  
 Zeig dich 
 Zeig dich 
 
  
 Zeig dich Versteck dich nicht 
 Zeig dich  Wir verlieren das Licht 
 Zeig dich Kein Engel in der Not 
 Und kein Gott zeigt sich der Himmel färbt sich rot 
 
  
 Exmustamus cruchifixus 
 Murisuri extraspection 
 Exmustamus murisuri 
 Extraspection extraspection 
 Zeig dich"
14,Zick Zack,Zeit,https://i.scdn.co/image/ab67616d0000b2731108fef87966d83948b6a037,Rammstein,,2022-04-29,244365,70,0.00118,0.669,0.814,0.00131,0.0737,-5.375,0.0681,130.014,4," 
 
  
 Schöner größer härter 
 Straffer glatter stärker 
 
  
 Deine Brüste sind zu klein 
 Zwei Pfund Silikon sind fein 
 Säcke schneiden von den Augen 
 Nase fräsen Fett wegsaugen 
 Wir entfernen rasch zwei Rippen 
 Schlauchboot basteln aus den Lippen 
 In die Wangen in die Stirn 
 Botox rein bis ins Gehirn 
  
 Zick-zack zick-zack schneid es ab 
 Zick-zack zick-zack kurz und knapp 
 
  
 Alles Schlaffe überm Kinn 
 Kann man in den Nacken ziehn 
 Implantate ins  Gefräß 
 Und wir liften das Gesäß 
 Messer Tupfer Vollnarkose 
 Sieben Kilo Reiterhose 
 Und Bauchfett in die Biotonne 
 Der Penis sieht jetzt wieder Sonne 
 
  
 Zick-zack zick-zack schneid das ab 
 Tick-tack tick-tack du wirst alt 
 Deine Zeit läuft langsam ab 
 
  
 Wer schön sein will der muss auch leiden 
 Aus- und weg- und abschneiden 
 Nadel Faden Schere Licht 
 Doch ohne Schmerzen geht es nicht 
 
  
 Wangen straffen Jochbein schnitzen 
 Sondermüll in Lippen spritzen 
 Falten rascheln am Skalpell 
 Vorhaut weg sehr aktuell 
 Ist die Frau im Mann nicht froh 
 Alles ganz weg sowieso  
 Zick-zack zick-zack schneid das ab 
 Tick-tack tick-tack du bist alt 
 Deine Zeit läuft langsam ab 
 
  
 Wer schön sein will der muss auch leiden 
 Eitelkeit ist nie bescheiden 
 Nadel Faden Schere Licht 
 Doch ohne Schmerzen geht es— 
 
  
 Schöner größer härter 
 Straffer glatter stärker"
15,Amerika,"Reise, Reise",https://i.scdn.co/image/ab67616d0000b273cbe7573e1175f842e24b34c2,Rammstein,,2004-09-27,226760,68,0.00258,0.608,0.885,1.33e-05,0.392,-4.296,0.0963,125.023,4," 
 
  
 Were all living in Amerika 
 Amerika ist wunderbar 
 Were all living in Amerika 
 Amerika Amerika 
 Were all living in Amerika 
 Amerika ist wunderbar 
 Were all living in Amerika 
 Amerika Amerika 
  
 Wenn getanzt wird will ich führen  
 Auch wenn ihr euch alleine dreht 
 Lasst euch ein wenig kontrollieren 
 Ich zeige  euch wies richtig geht 
 Wir bilden einen lieben Reigen 
 Die Freiheit spielt auf allen Geigen 
 Musik kommt aus dem Weißen Haus 
 Und vor Paris steht Micky Maus 
 
  
  
 
  
 Were all living in Amerika 
 Amerika ist wunderbar 
 Were all living in Amerika 
 Amerika Amerika 
 
  
 Ich kenne Schritte die sehr nützen 
 Und werde euch vor Fehltritt schützen 
 Und wer nicht tanzen will am Schluss 
 Weiß noch nicht dass er tanzen muss 
 Wir bilden einen lieben Reigen 
 Ich werde euch die Richtung zeigen 
 Nach Afrika kommt Santa Claus 
 Und vor Paris steht Micky Maus  
 Were all living in Amerika 
 Amerika ist wunderbar 
 Were all living in Amerika 
 Amerika Amerika 
 Were all living in Amerika 
 Coca-Cola Wonderbra 
 Were all living in Amerika 
 Amerika Amerika 
 
  
 This is not a love song 
 This is not a love song 
 I dont sing my mother tongue 
 No this is not a love song 
 
  
 
  
 Were all living in Amerika 
 Amerika ist wunderbar 
 Were all living in Amerika 
 Amerika Amerika 
 Were all living in Amerika 
 Coca-Cola sometimes war 
 Were all living in Amerika 
 Amerika Amerika"
16,Links 2 3 4,Mutter,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,Rammstein,,2001-04-02,216733,66,0.00112,0.624,0.904,0.0231,0.604,-4.774,0.0479,130.153,4," 
 
  
 Kann man Herzen brechen? 
 Können Herzen sprechen? 
 Kann man Herzen quälen? 
 Kann man Herzen stehlen? 
 
  
 Sie wollen mein Herz am rechten Fleck doch 
 Seh’ ich dann nach unten weg 
 Da schlägt es links 
 Links 
  
 Können Herzen singen? 
 Kann ein Herz zerspringen? 
 Können Herzen rein sein? 
 Kann ein Herz aus Stein sein? 
 
  
 Sie wollen mein Herz am rechten Fleck doch 
 Seh’ ich dann nach unten weg 
 Da schlägt es links 
 Links 
 Links 
 Links 
 Links zwo drei vier 
 Links zwo links zwo 
 Links zwo drei vier 
 Links 
 Links zwo links zwo 
 Links zwo drei vier 
 Links 
 Links zwo drei vier 
 
  
 Kann man Herzen fragen? 
 Ein Kind darunter tragen? 
 Kann man es verschenken? 
 Mit dem Herzen denken? 
 Sie wollen mein Herz am rechten Fleck 
 Doch seh’ ich dann nach unten weg 
 Da schlägt es in der linken Brust 
 Der Neider hat es schlecht gewusst  
 Links 
 Links 
 Links 
 Links 
 Links zwo drei vier 
 Links 
 Links zwo drei vier 
 Links zwo links zwo 
 Links zwo drei vier 
 Links 
 Links zwo links zwo 
 Links zwo drei vier 
 Links 
 Links zwo links zwo 
 Links zwo drei vier 
 Links zwo links zwo 
 Links zwo drei vier 
 Links zwo links zwo 
 Links zwo drei vier 
 Links zwo links zwo 
 Links zwo drei vier"
17,Was ich liebe,Rammstein,https://i.scdn.co/image/ab67616d0000b27302add2c77fb6999e311a3248,Rammstein,,2019-05-17,269045,65,0.001,0.571,0.665,0.0621,0.0874,-4.953,0.044,172.005,4," 
 
  
 Ich kann auf Glück verzichten 
 Weil es Unglück in sich trägt 
 Muss ich es vernichten 
 Was ich liebe will ich richten 
 
  
 Dass ich froh bin darf nicht sein 
 Nein  
  
 Ich liebe nicht dass ich was liebe 
 Ich mag es nicht wenn ich was mag 
 Ich freu’ mich nicht wenn ich mich freue 
 Weiß ich doch ich werde es bereuen 
 
  
 Dass ich froh bin darf nicht sein 
 Wer mich liebt geht dabei ein 
 
  
 Was ich liebe 
 Das wird verderben 
 Was ich liebe 
 Das muss auch sterben muss sterben 
 
  
 So halte ich mich schadlos 
 Lieben darf ich nicht 
 Dann brauch’ ich nicht zu leiden  
 Und kein Herz zerbricht 
 
  
 Dass ich froh bin darf nicht sein 
 Nein   
 Was ich liebe 
 Das wird verderben 
 Was ich liebe 
 Das muss sterben muss sterben 
 
  
 Auf Glück und Freude 
 Folgen Qualen 
 Für alles Schöne 
 Muss man zahlen ja 
 
  
 Was ich liebe 
 Das wird verderben 
 Was ich liebe 
 Das muss auch sterben muss sterben 
 Was ich liebe "
18,Adieu,Zeit,https://i.scdn.co/image/ab67616d0000b2731108fef87966d83948b6a037,Rammstein,,2022-04-29,278211,69,0.0261,0.609,0.718,0.00173,0.275,-5.809,0.0412,125.048,4," 
 
  
 Nur der Tod währt alle Zeit 
 Er flüstert unterm Tannenzweig 
 Muss alles in sein Dunkel ziehn 
 Sogar die Sonne wird verglühn 
 
  
 Doch keine Angst wir sind bei dir 
 Ein letztes Mal so singen wir 
  
 Adieu goodbye auf Wiedersehn 
 Den letzten Weg musst du alleine gehn 
 Ein letztes Lied ein letzter Kuss 
 Kein Wunder wird geschehn 
 Adiеu goodbye auf Wiedersеhn 
 Die Zeit mit dir war schön 
 
  
 Aus dem Leben steigst du leise 
 Die Seele zieht auf stille Reise  
 Fleisch vergeht Geist wird sich heben 
 Das Sein wird sich dem Tod ergeben  
 
  
 Am Ende bist du ganz allein 
 Doch wir werden bei dir sein 
 
  
 Adieu goodbye auf Wiedersehn 
 Den letzten Weg musst du alleine gehn 
 Ein letztes Lied ein letzter Kuss 
 Kein Wunder wird geschehn 
 Adieu goodbye auf Wiedersehn 
 Die Zeit mit dir war schön  
 Jeder stirbt für sich allein  
 Doch du wirst immer bei uns sein 
 
  
 Adieu goodbye auf Wiedersehn 
 Den letzten Weg musst du alleine gehn 
 Ein letztes Lied ein letzter Kuss 
 Kein Wunder wird geschehn 
 Adieu goodbye auf Wiedersehn 
 Die Zeit mit dir war schön"
19,Asche zu Asche,Herzeleid (XXV Anniversary Edition - Remastered),https://i.scdn.co/image/ab67616d0000b273dcdfc25819de77e79c2edf49,Rammstein,,1995-09-24,231449,65,0.00164,0.563,0.906,0.0179,0.0722,-7.503,0.0734,169.967,4," 
 Warmer Körper  
 Heißes Kreuz  
 Falsches Urteil  
 Kaltes Grab  
 Auf dem Kreuze lieg’ ich jetzt 
 Sie schlagen mir die Nägel ein 
 Das Feuer wäscht die Seele rein 
 Und übrig bleibt ein Mund voll 
 Asche 
  
 Ich komm’ wieder  
 In zehn Tagen  
 Als dein Schatten  
 Und werd dich jagen  
 Heimlich werd’ ich auferstehen 
 Und du wirst um Gnade flehen 
 Dann knie ich mich in dein Gesicht 
 Und steck den Finger in die … 
 
  
 Asche 
 Asche 
 Asche 
 Asche 
 Asche zu Asche 
 Asche zu Asche 
 Asche zu Asche 
 Und Staub zu Staub 
 
  
 
  
 Heimlich werd’ ich auferstehen 
 Und du wirst um Gnade flehen 
 Dann knie ich mich in dein Gesicht 
 Und steck den Finger in die …  
 Asche zu Asche 
 Asche zu Asche 
 Asche zu Asche 
 Und Staub zu Staub 
 Asche zu Asche  
 Asche zu Asche  
 Asche zu Asche  
 Und Staub zu Staub  
 Asche zu Asche  
 Asche zu Asche  
 Asche zu Asche  
 Und Staub zu Staub  
 Asche zu Asche  
 Asche zu Asche  
 Asche zu Asche  
 Und Staub zu Staub  
 
  
 Zu Staub zu Staub   
 Zu Staub zu Staub  
 Zu Staub zu Staub  
 Zu Staub zu Staub  
 Zu Staub zu Staub   
 Zu Staub zu Staub  
 Zu Staub zu Staub  
 Zu Staub zu Staub ja "
20,Rosenrot,Rosenrot,https://i.scdn.co/image/ab67616d0000b2734ea617c398a01a5228069744,Rammstein,,2005-10-27,234706,65,0.00144,0.591,0.629,0.431,0.0705,-5.584,0.0273,114.072,4," 
 
  
 Sah ein Mädchen ein Röslein steh’n 
 Blühte dort in lichten Höh’n 
 So sprach sie ihren Liebsten an 
 Ob er es ihr steigen kann 
 
  
 Sie will es und so ist es fein 
 So war es und so wird es immer sein 
 Sie will es und so ist es Brauch 
 Was sie will bekommt sie auch 
 
  
 Tiefe Brunnen muss man graben 
 Wenn man klares Wasser will 
 Rosenrot oh rosenrot 
 Tiefe Wasser sind nicht still 
 
  
 Der Jüngling steigt den Berg mit Qual 
 Die Aussicht ist ihm sehr egal 
 Hat das Röslein nur im Sinn 
 Bringt es seiner Liebsten hin  
 Sie will es und so ist es fein 
 So war es und so wird es immer sein 
 Sie will es und so ist es Brauch 
 Was sie will bekommt sie auch 
 
  
 Tiefe Brunnen muss man graben 
 Wenn man klares Wasser will 
 Rosenrot oh rosenrot 
 Tiefe Wasser sind nicht still 
 Tiefe Brunnen muss man graben 
 Wenn man klares Wasser will 
 Rosenrot oh Rosenrot 
 Tiefe Wasser sind nicht still 
 
  
 An seinen Stiefeln bricht ein Stein 
 Will nicht mehr am Felsen sein 
 Und ein Schrei tut jedem kund 
 Beide fallen in den Grund 
 
  
 Sie will es und so ist es fein 
 So war es und so wird es immer sein 
 Sie will es und so ist es Brauch 
 Was sie will bekommt sie auch  
 Tiefe Brunnen muss man graben 
 Wenn man klares Wasser will 
 Rosenrot oh rosenrot 
 Tiefe Wasser sind nicht still 
 Tiefe Brunnen muss man graben 
 Wenn man klares Wasser will 
 Rosenrot oh rosenrot 
 Tiefe Wasser sind nicht still"
21,Puppe,Rammstein,https://i.scdn.co/image/ab67616d0000b27302add2c77fb6999e311a3248,Rammstein,,2019-05-17,273706,66,0.0229,0.581,0.822,0.0,0.126,-7.341,0.0574,116.929,4," 
 
  
 Wenn Schwesterlein zur Arbeit muss 
 Schließt mich im Zimmer ein 
 Hat eine Puppe mir geschenkt 
 Dann bin ich nicht allein 
 Wenn Schwesterlein zur Arbeit muss 
 Fährt sie nicht mit der Bahn 
 Ihr Schaffensplatz ist gar nicht weit 
 Ist gleich im Zimmer nebenan 
  
 Am Himmel dunkle Wolken zieh’n 
 Ich nehme artig meine Medizin 
 Und warte hier im Daunenbeet 
 Bis die Sonne untergeht  
 
  
 Sie kommen und sie gehen 
 Und manchmal auch zu zweit 
 Die späten Vögel singen 
 Und die Schwester schreit 
 
  
 Am Himmel dunkle Wolken zieh’n 
 Ich nehme artig meine Medizin 
 Und warte hier im Daunenbeet 
 Bis die Sonne untergeht  
 
  
 Und dann reiß’ ich der Puppe den Kopf ab 
 Dann reiß’ ich der Puppe den Kopf ab 
 Ja ich beiß’ der Puppe den Hals ab 
 Es geht mir nicht gut 
 Ich reiß’ der Puppe den Kopf ab 
 Ja ich reiß’ der Puppe den Kopf ab 
 Und dann beiß’ ich der Puppe den Hals ab 
 Es geht mir nicht gut nein  
 Dam-dam 
 Dam-dam 
 Dam-dam 
 
  
 Wenn Schwesterlein der Arbeit frönt 
 Das Licht im Fenster rot 
 Ich sehe zu durchs Schlüsselloch 
 Und einer schlug sie tot 
 
  
 Und jetzt reiß’ ich der Puppe den Kopf ab 
 Ja ich reiß’ der Puppe den Kopf ab 
 Und dann beiß’ ich der Puppe den Hals ab 
 Jetzt geht es mir gut ja 
 Ich reiße der Puppe den Kopf ab 
 Ja ich reiß’ der Puppe den Kopf ab 
 Und jetzt beiß’ ich der Puppe den Hals ab 
 Es geht mir sehr gut ja 
 
  
 Dam-dam 
 Dam-dam 
 Dam-dam"
22,Zeit,Zeit,https://i.scdn.co/image/ab67616d0000b2731108fef87966d83948b6a037,Rammstein,,2022-04-29,321686,69,0.132,0.55,0.569,1.47e-05,0.174,-7.683,0.0462,123.179,4," 
 
  
 Manches sollte manches nicht 
 Wir sehen doch sind wir blind 
 Wir werfen Schatten ohne Licht 
 
  
 Nach uns wird es vorher geben 
 Aus der Jugend wird schon Not 
 Wir sterben weiter bis wir leben 
 Sterben lebend in den Tod 
 Dem Ende treiben wir entgegen 
 Keine Rast nur vorwärts streben 
 Am Ufer winkt Unendlichkeit 
 Gefangen so im Fluss dеr Zeit 
  
 Bitte bleib stеhn bleib stehn 
 Zeit 
 Das soll immer so weitergehn 
 
  
 Warmer Körper ist bald kalt 
 Zukunft kann man nicht beschwörn 
 Duldet keinen Aufenthalt 
 Erschaffen und sogleich zerstörn 
 Ich liege hier in deinen Armen 
 Ach könnt es doch für immer sein 
 Doch die Zeit kennt kein Erbarmen 
 Schon ist der Moment vorbei 
 
  
 Zeit 
 Bitte bleib stehn bleib stehn 
 Zeit 
 Das soll immer so weitergehn 
 Zeit 
 Es ist so schön so schön 
 Ein jeder kennt 
 Den perfekten Moment 
 
   
 Zeit 
 Bitte bleib stehn bleib stehn 
 
  
 Wenn unsre Zeit gekommen ist dann ist es Zeit zu gehn 
 Aufhörn wenns am schönsten ist die Uhren bleiben stehn 
 So perfekt ist der Moment doch weiter läuft die Zeit 
 Augenblick verweile doch ich bin noch nicht bereit 
 
  
 Zeit 
 Bitte bleib stehn bleib stehn 
 Zeit 
 Das soll immer so weitergehn 
 Zeit 
 Es ist so schön so schön 
 Ein jeder kennt 
 Den perfekten Moment"
23,Waidmanns Heil,Liebe ist fur alle da (Special Edition),https://i.scdn.co/image/ab67616d0000b273952d246fd1eac33a1a2c2603,Rammstein,,2009-10-16,212800,65,0.00113,0.578,0.969,0.0234,0.0579,-3.894,0.0317,104.999,4," 
 
  
 Ich bin in Hitze schon seit Tagen 
 So werd’ ich mir ein Kahlwild jagen 
 Und bis zum Morgen sitz’ ich an 
 Damit ich Blattschuss geben kann 
 
  
 Auf dem Lande auf dem Meer 
 Lauert das Verderben 
 Die Kreatur muss sterben 
 Sterben 
  
 Ein Schmaltier auf die Läufe kommt 
 Hat sich im hohen Ried gesonnt 
 Macht gute Fährte tief im Tann 
 Der Spiegel glänzt ich backe an 
 Der Wedel zuckt wie Fingeraal 
 Die Flinte springt vom Futteral 
  
 Ich fege mir den Bast vom Horn 
 Und gebe ein gestrichenes Korn 
  
 
  
 Auf dem Lande auf dem Meer 
 Lauert das Verderben 
 Die Kreatur muss sterben 
  
 Sterben 
  
 
  
 Sie spürt die Mündungsenergie 
 Feiner Schweiß tropft auf das Knie 
 
  
 Auf dem Lande auf dem Meer 
 Lauert das Verderben 
 Die Kreatur muss sterben 
  
 Sterben 
  
 Sterben 
  
 Auf dem Lande auf dem Meer 
 Lauert das Verderben 
  
 Auf dem Lande auf dem Meer 
 "
24,Keine Lust,"Reise, Reise",https://i.scdn.co/image/ab67616d0000b273cbe7573e1175f842e24b34c2,Rammstein,,2004-09-27,222933,64,0.000256,0.534,0.892,0.0137,0.232,-4.877,0.0537,137.941,4," 
 
  
 Ich hab keine Lust 
 Ich hab keine Lust 
 Ich hab keine Lust 
 Ich hab keine Lust 
 Ich habe keine Lust mich nicht zu hassen 
 Hab keine Lust mich anzufassen 
 Ich hätte Lust zu onanieren 
 Hab keine Lust es zu probieren 
 Ich hätte Lust mich auszuziehn 
 Hab keine Lust mich nackt zu sehn 
  
 Ich hätte Lust mit großen Tieren 
 Hab keine Lust es zu riskieren 
 Hab keine Lust vom Schnee zu gehn 
 Hab keine Lust zu erfrieren 
 
  
 Ich hab keine Lust 
 Ich hab keine Lust 
 Ich hab keine Lust 
 Nein ich hab keine Lust 
 Ich hab keine Lust etwas zu kaun 
 Denn ich hab keine Lust es zu verdaun 
 Hab keine Lust mich zu wiegen 
 Hab keine Lust im Fett zu liegen 
 
  
 Ich hätte Lust mit großen Tieren 
 Hab keine Lust es zu riskieren 
 Hab keine Lust vom Schnee zu gehen 
 Hab keine Lust zu erfrieren 
 Ich bleibe einfach liegen 
 Und wieder zähle ich die Fliegen 
 Lustlos fasse ich mich an 
 Und merke bald ich bin schon lange kalt  
 So kalt mir ist kalt 
 So kalt mir ist kalt 
 Mir ist kalt 
 So kalt mir ist kalt 
 So kalt mir ist kalt 
 So kalt mir ist kalt 
 
  
 Ich hab keine Lust"
25,Mutter,Mutter,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,Rammstein,,2001-04-02,268600,64,0.0152,0.491,0.616,0.00045,0.125,-6.53,0.0349,116.145,4," 
 
  
 Die Tränen greiser Kinderschar 
 Ich zieh’ sie auf ein weißes Haar 
 Werf in die Luft die nasse Kette 
 Und wünsch mir dass ich eine Mutter hätte 
 Keine Sonne die mir scheint 
 Keine Brust hat Milch geweint 
 In meiner Kehle steckt ein Schlauch 
 Hab keinen Nabel auf dem Bauch 
  
 Mutter Mutter 
 Mutter Mutter 
 
  
 Ich durfte keine Nippel lecken 
 Und keine Falte zum Verstecken 
 Niemand gab mir einen Namen 
 Gezeugt in Hast und ohne Samen 
 Der Mutter die mich nie geboren 
 Hab ich heute Nacht geschworen 
 Ich werd ihr eine Krankheit schenken 
 Und sie danach im Fluss versenken 
 
  
 Mutter Mutter 
 Mutter Mutter 
 Mutter Mutter 
 Mutter Mutter 
 
  
 In ihren Lungen wohnt ein Aal 
 Auf meiner Stirn ein Muttermal 
 Entferne es mit Messers Kuss 
 Auch wenn ich daran sterben muss  
 Mutter Mutter 
 Mutter Mutter 
 
  
 In ihren Lungen wohnt ein Aal 
 Auf meiner Stirn ein Muttermal 
 Entferne es mit Messers Kuss 
 Auch wenn ich verblutten muss 
 
  
 Mutter 
 Oh gib mir Kraft 
 Mutter Mutter 
 Oh gib mir Kraft 
 Mutter Mutter 
 Oh gib mir Kraft 
 Mutter Mutter 
 Oh gib mir Kraft"
26,Halleluja,Raritaten (1994 - 2012),https://i.scdn.co/image/ab67616d0000b27319e289286920bf38b0b05a78,Rammstein,,2015-04-23,224706,62,8.98e-05,0.575,0.846,0.0991,0.104,-5.559,0.0324,130.128,4,"Er ist fromm und sehr sensibel 
 An seiner Wand ein Bild des Herrn 
 Er wischt die Flecken von der Bibel 
 Das Abendmahl verteilt er gern 
 
 Er liebt die Knaben aus dem Chor 
 Sie halten ihre Seelen rein 
 Doch Sorge macht ihm der Tenor 
 So muss er ihm am nächsten sein 
 Auf seinem Nachttisch still und stumm 
 Ein Bild des Herrn 
 Er dreht es langsam um 
  
 Wenn die Turmuhr zweimal schlägt  
 Faltet er die Hände zum Gebet  
 Er ist ohne Weib geblieben  
 So muss er seinen Nächsten lieben  
 
 Der junge Mann darf bei ihm bleiben 
 Die Sünde nistet überm Bein 
 So hilft er gern sie auszutreiben 
 Bei Musik und Kerzenschein 
 
  
 
  
 Wenn die Turmuhr zweimal schlägt  
 Nimmt er den Junge ins Gebet  
 Er ist der wahre Christ  
 Und weiß was Nächstenliebe ist  
 
 Dreh dich langsam um 
 Dreh dich um"
