,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
40,El Cielo Del Desengaño,La Esquina Del Infinito,https://i.scdn.co/image/ab67616d0000b2731dad83ee2d8493f3f6d636c4,La Renga,https://p.scdn.co/mp3-preview/bb778fbdac56fc4883b022f283c7f832d15d2fc6?cid=b1e13d47b67249bda69ed912bb4f7133,2000-01-01,269826,42,0.119,0.314,0.712,0.000261,0.12,-5.903,0.0533,117.105,4,
41,Luciendo Mi Saquito Blusero,Esquivando Charcos,https://i.scdn.co/image/ab67616d0000b273d30731754f4561a52f797541,La Renga,,1991,188720,41,0.00372,0.508,0.668,0.000155,0.125,-12.155,0.098,140.118,4,"Vas a estar tranquila esperando Con tu tonta ambiciףn Que יl llegue, el tal millonario Andando en su super sport Van a ir a cenar a esos lugares Donde conmigo nunca pudiste conocer Quizב mi fortuna de lata Nunca te va a alcanzar Para comprar todas esas pieles Y esas perlas del mar Ahora volבs tan alto, que ignoras al barrio Mirבs para otro lado, piojo resucitador Vas a manchar tu camisa de fina seda Con el mejor champagne que יl te va a convidar Mientras yo voy a estar en algתn agujero Luciendo mi sa-saquito blusero Vas a manchar tu camisa de fina seda Con el mejor champagne que יl te va a convidar Mientras yo voy a estar en algתn agujero Luciendo mi sa-saquito blusero Chorrea grasa, nena"
42,Elefantes Pogueando,Alejado de la Red,https://i.scdn.co/image/ab67616d0000b2739ee2a8244735f99704d9ba9c,La Renga,https://p.scdn.co/mp3-preview/f69ca60af5eeaf0d1b0c35e881637e6e1b2a8dbb?cid=b1e13d47b67249bda69ed912bb4f7133,2022-02-04,207026,41,0.000651,0.509,0.945,0.0,0.0623,-4.519,0.058,90.009,4,
43,El monstruo que crece,Truenotierra,https://i.scdn.co/image/ab67616d0000b2731414d7efd2d08ba1b28ad728,La Renga,https://p.scdn.co/mp3-preview/cc5ff378829fd14ebf061ca7a5ff47c920afd285?cid=b1e13d47b67249bda69ed912bb4f7133,2006-01-14,178425,40,0.00124,0.3,0.951,0.00814,0.551,-4.277,0.0349,140.312,4,El miedo apuesta jugando oscuro La jaula nueva con vos va a probar Detrás de la ignorancia que mata Un buen consejo te puede arruinar Cerca del riesgo esta noche no existe otra oportunidad Cerca del cruel mañana. Tan cerca de donde vos estás Quieren salvarse también del fuego Nadie quiere tocar la verdad Porque la jaula no es para todos Quien la diseña nunca va a entrar Trae el pasado esa carga densa Por eso el mundo comenzado de hoy Cuando libre se lleva la mente Ya no habrá esclavo de tanto dolor Cerca del riesgo esta noche no existe otra oportunidad Cerca del cruel mañana. Tan cerca de donde vos estás Deshacer el nudo que ata Para tratar de comprender Que un gorrión de tu medida Puedo volar si el cielo ve Cerca del riesgo esta noche no existe otra oportunidad Cerca del cruel mañana. Tan cerca de donde vos estás
44,Nómades,Pesados Vestigios,https://i.scdn.co/image/ab67616d0000b2734241eab5268bc84d056caff3,La Renga,https://p.scdn.co/mp3-preview/85c9758d01f105a76a9c4b5578d7d3782e4bc897?cid=b1e13d47b67249bda69ed912bb4f7133,2014-12-17,175426,40,0.000398,0.461,0.923,0.000404,0.133,-3.76,0.0421,143.137,4,
45,"Negra Mi Alma, Negro Mi Corazón",Esquivando Charcos,https://i.scdn.co/image/ab67616d0000b273d30731754f4561a52f797541,La Renga,https://p.scdn.co/mp3-preview/39cc847f21718f1ac87f07d2597a33e689fbde24?cid=b1e13d47b67249bda69ed912bb4f7133,1991,244386,41,0.000173,0.356,0.889,0.00233,0.383,-12.238,0.052,155.047,4,
46,Llegó la Hora,Alejado de la Red,https://i.scdn.co/image/ab67616d0000b2739ee2a8244735f99704d9ba9c,La Renga,https://p.scdn.co/mp3-preview/31e38abeacc5798c9328989bb76f621eb8a241d8?cid=b1e13d47b67249bda69ed912bb4f7133,2022-02-04,244053,40,2.53e-05,0.456,0.935,1.75e-05,0.611,-5.501,0.0423,139.949,4,
47,Montaña Roja,Truenotierra,https://i.scdn.co/image/ab67616d0000b2731414d7efd2d08ba1b28ad728,La Renga,https://p.scdn.co/mp3-preview/5b3d376fe2208da20ef3341ed27d69b04c2f1a79?cid=b1e13d47b67249bda69ed912bb4f7133,2006-01-14,225451,40,0.000538,0.263,0.967,4.73e-06,0.364,-2.916,0.0537,138.322,4,
48,Día de Sol,Pesados Vestigios,https://i.scdn.co/image/ab67616d0000b2734241eab5268bc84d056caff3,La Renga,https://p.scdn.co/mp3-preview/b27da17774072b8a61343e6d4ebbcf39ef95257a?cid=b1e13d47b67249bda69ed912bb4f7133,2014-12-17,239586,40,0.00572,0.503,0.974,0.000984,0.185,-3.461,0.138,132.752,4,
49,Dioses de Terciopelo,Algún Rayo,https://i.scdn.co/image/ab67616d0000b27300d2f5e37dbfcc183c5ff5ba,La Renga,https://p.scdn.co/mp3-preview/1f5b450f3a6c93dbdf02509af2e17001b3b10949?cid=b1e13d47b67249bda69ed912bb4f7133,2010-01-14,280357,40,0.000149,0.385,0.682,1.94e-05,0.0997,-5.839,0.0294,135.936,4,"Cuando el cielo cuelgue a tu alrededor Y la tierra se abra otra vez Cuando haya huido ya el último tren Conmigo te llevaré Cuando el agua bese el temblor de tus pies Y la muerte baile a nuestro alrededor Cuando todo sea olvido otra vez Yo te recordaré Solo el amor sostiene el deseo De ese torbellino en tu corazón Nada lo detiene destilando fuego En tus ojos llameantes yo veo el sol Solo el amor sacrifica tu anhelo Todo el caramelo cristalizo Sueño de dioses de terciopelo Pidiendo que solo, solo salves tu amor.. Solo el amor sostiene el deseo….. Pidiendo que solo salves tu amor Cuando seamos alimento de la estrella por venir Y en la vasta soledad se haya tenido que perder Cuando ya no exista el lugar en donde estés Yo te encontraré"
