"","GS","ganancia_peso"
"1495","16",79.58
"1496","16",79.59
"1497","16",79.6
"1498","16",79.62
"1499","16",79.64
"1500","16",79.65
"1501","18",79.67
"1502","16",79.69
"1503","18",79.7
"1504","16",79.7
"1505","16",79.72
"1506","16",79.75
"1507","16",79.77
"1508","16",79.77
"1509","16",79.79
"1510","18",79.81
"1511","16",79.84
"1512","16",79.85
"1513","16",79.86
"1514","16",79.9
"1515","16",79.91
"1516","16",79.95
"1517","16",79.96
"1518","16",79.96
"1519","16",79.96
"1520","16",79.97
"1521","16",80
"1522","16",80.01
"1523","16",80.02
"1524","16",80.03
"1525","16",80.07
"1526","16",80.07
"1527","16",80.11
"1528","16",80.13
"1529","16",80.13
"1530","16",80.14
"1531","16",80.2
"1532","16",80.2
"1533","18",80.2
"1534","16",80.21
"1535","16",80.22
"1536","16",80.24
"1537","16",80.25
"1538","16",80.26
"1539","16",80.27
"1540","16",80.27
"1541","16",80.29
"1542","16",80.35
"1543","16",80.38
"1544","16",80.39
"1545","16",80.4
"1546","16",80.41
"1547","16",80.41
"1548","16",80.42
"1549","16",80.45
"1550","16",80.46
"1551","16",80.47
"1552","16",80.48
"1553","16",80.48
"1554","16",80.5
"1555","16",80.52
"1556","16",80.56
"1557","16",80.58
"1558","16",80.59
"1559","18",80.6
"1560","16",80.61
"1561","16",80.61
"1562","16",80.61
"1563","16",80.62
"1564","16",80.62
"1565","16",80.62
"1566","16",80.63
"1567","18",80.75
"1568","16",80.75
"1569","18",80.8
"1570","16",80.8
"1571","16",80.8
"1572","16",80.82
"1573","16",80.83
"1574","16",80.84
"1575","13",80.88
"1576","16",80.89
"1577","18",80.89
"1578","18",80.9
"1579","16",80.93
"1580","16",80.94
"1581","16",81
"1582","16",81.04
"1583","16",81.06
"1584","16",81.11
"1585","16",81.14
"1586","16",81.14
"1587","16",81.2
"1588","16",81.2
"1589","18",81.21
"1590","16",81.23
"1591","16",81.23
"1592","16",81.24
"1593","16",81.27
"1594","16",81.27
"1595","13",81.28
"1596","16",81.3
"1597","18",81.32
"1598","16",81.33
"1599","16",81.36
"1600","16",81.41
"1601","16",81.43
"1602","16",81.44
"1603","16",81.45
"1604","16",81.45
"1605","16",81.46
"1606","13",81.46
"1607","16",81.52
"1608","16",81.55
"1609","16",81.58
"1610","16",81.59
"1611","18",81.61
"1612","16",81.64
"1613","16",81.65
"1614","18",81.67
"1615","16",81.67
"1616","18",81.67
"1617","18",81.72
"1618","18",81.76
"1619","16",81.8
"1620","16",81.84
"1621","16",81.9
"1622","16",81.9
"1623","16",81.9
"1624","16",81.9
"1625","16",81.93
"1626","16",81.95
"1627","16",81.95
"1628","16",82
"1629","18",82.01
"1630","16",82.03
"1631","16",82.03
"1632","18",82.12
"1633","16",82.12
"1634","16",82.13
"1635","16",82.14
"1636","16",82.16
"1637","16",82.19
"1638","16",82.2
"1639","16",82.23
"1640","16",82.23
"1641","16",82.26
"1642","13",82.26
"1643","16",82.27
"1644","16",82.29
"1645","16",82.32
"1646","16",82.32
"1647","16",82.33
"1648","16",82.34
"1649","18",82.42
"1650","16",82.44
"1651","16",82.44
"1652","16",82.46
"1653","16",82.47
"1654","16",82.49
"1655","16",82.51
"1656","16",82.53
"1657","13",82.55
"1658","16",82.6
"1659","16",82.61
"1660","16",82.62
"1661","16",82.64
"1662","16",82.64
"1663","16",82.65
"1664","18",82.67
"1665","16",82.69
"1666","16",82.69
"1667","16",82.69
"1668","16",82.71
"1669","16",82.75
"1670","16",82.77
"1671","16",82.82
"1672","16",82.86
"1673","16",82.86
"1674","16",82.86
"1675","18",82.86
"1676","16",82.9
"1677","16",82.91
"1678","16",82.91
"1679","16",82.91
"1680","16",82.94
"1681","16",82.94
"1682","18",82.96
"1683","18",82.97
"1684","16",83
"1685","16",83.01
"1686","16",83.02
"1687","18",83.03
"1688","18",83.04
"1689","16",83.05
"1690","16",83.07
"1691","16",83.1
"1692","16",83.1
"1693","16",83.1
"1694","16",83.11
"1695","13",83.11
"1696","16",83.12
"1697","16",83.14
"1698","16",83.15
"1699","16",83.16
"1700","18",83.17
"1701","16",83.19
"1702","16",83.2
"1703","18",83.21
"1704","16",83.22
"1705","16",83.22
"1706","16",83.22
"1707","16",83.24
"1708","16",83.29
"1709","16",83.31
"1710","18",83.33
"1711","16",83.35
"1712","16",83.36
"1713","16",83.39
"1714","16",83.39
"1715","16",83.4
"1716","16",83.41
"1717","16",83.43
"1718","18",83.44
"1719","18",83.45
"1720","16",83.45
"1721","16",83.54
"1722","16",83.55
"1723","16",83.61
"1724","16",83.62
"1725","16",83.65
"1726","16",83.66
"1727","16",83.66
"1728","16",83.7
"1729","16",83.77
"1730","16",83.83
"1731","16",83.83
"1732","16",83.84
"1733","16",83.86
"1734","16",83.86
"1735","18",83.88
"1736","16",83.94
"1737","18",83.94
"1738","16",83.94
"1739","16",83.96
"1740","16",83.98
"1741","16",83.99
"1742","18",84.06
"1743","16",84.07
"1744","18",84.13
"1745","16",84.15
"1746","16",84.18
"1747","18",84.18
"1748","18",84.23
"1749","16",84.24
"1750","16",84.24
"1751","16",84.28
"1752","16",84.28
"1753","16",84.3
"1754","16",84.3
"1755","18",84.33
"1756","16",84.36
"1757","16",84.37
"1758","16",84.38
"1759","16",84.38
"1760","16",84.41
"1761","18",84.47
"1762","16",84.49
"1763","16",84.5
"1764","18",84.5
"1765","18",84.51
"1766","16",84.54
"1767","16",84.59
"1768","16",84.59
"1769","16",84.6
"1770","16",84.6
"1771","16",84.61
"1772","16",84.61
"1773","16",84.62
"1774","18",84.64
"1775","16",84.65
"1776","16",84.65
"1777","18",84.67
"1778","16",84.69
"1779","16",84.69
"1780","16",84.7
"1781","18",84.7
"1782","18",84.71
"1783","18",84.73
"1784","18",84.74
"1785","16",84.8
"1786","16",84.8
"1787","18",84.8
"1788","16",84.8
"1789","18",84.81
"1790","16",84.82
"1791","18",84.86
"1792","16",84.88
"1793","16",84.92
"1794","18",84.93
"1795","18",84.95
"1796","16",84.97
"1797","16",84.98
"1798","18",85
"1799","16",85.05
"1800","18",85.06
"1801","16",85.06
"1802","16",85.15
"1803","18",85.17
"1804","16",85.17
"1805","16",85.18
"1806","18",85.18
"1807","16",85.19
"1808","16",85.19
"1809","16",85.19
"1810","16",85.2
"1811","16",85.25
"1812","16",85.25
"1813","16",85.27
"1814","16",85.29
"1815","16",85.32
"1816","16",85.32
"1817","18",85.35
"1818","16",85.39
"1819","18",85.41
"1820","18",85.41
"1821","18",85.47
"1822","16",85.5
"1823","18",85.52
"1824","16",85.53
"1825","18",85.72
"1826","18",85.84
"1827","18",85.87
"1828","16",85.89
"1829","18",85.9
"1830","20",85.92
"1831","18",86.01
"1832","16",86.01
"1833","16",86.01
"1834","16",86.02
"1835","18",86.05
"1836","18",86.07
"1837","18",86.07
"1838","18",86.08
"1839","16",86.08
"1840","16",86.09
"1841","16",86.12
"1842","16",86.13
"1843","16",86.14
"1844","18",86.15
"1845","16",86.18
"1846","18",86.2
"1847","18",86.22
"1848","16",86.22
"1849","18",86.23
"1850","18",86.24
"1851","18",86.24
"1852","16",86.24
"1853","16",86.25
"1854","16",86.26
"1855","16",86.27
"1856","18",86.32
"1857","16",86.34
"1858","16",86.35
"1859","20",86.36
"1860","18",86.41
"1861","16",86.41
"1862","18",86.46
"1863","18",86.46
"1864","18",86.55
"1865","18",86.56
"1866","16",86.6
"1867","18",86.63
"1868","16",86.67
"1869","18",86.68
"1870","18",86.68
"1871","16",86.73
"1872","16",86.73
"1873","16",86.78
"1874","16",86.78
"1875","16",86.82
"1876","18",86.84
"1877","18",86.88
"1878","16",86.91
"1879","16",86.91
"1880","18",86.94
"1881","16",86.96
"1882","16",86.97
"1883","18",87.01
"1884","16",87.01
"1885","18",87.03
"1886","18",87.04
"1887","16",87.05
"1888","18",87.07
"1889","18",87.09
"1890","18",87.09
"1891","16",87.12
"1892","16",87.13
"1893","18",87.14
"1894","16",87.17
"1895","16",87.18
"1896","16",87.18
"1897","18",87.19
"1898","18",87.19
"1899","16",87.25
"1900","16",87.26
"1901","18",87.26
"1902","16",87.29
"1903","16",87.29
"1904","18",87.37
"1905","18",87.45
"1906","16",87.45
"1907","18",87.48
"1908","16",87.49
"1909","16",87.54
"1910","16",87.56
"1911","18",87.56
"1912","18",87.56
"1913","16",87.6
"1914","16",87.66
"1915","18",87.66
"1916","18",87.68
"1917","16",87.69
"1918","18",87.71
"1919","16",87.75
"1920","16",87.75
"1921","18",87.75
"1922","16",87.76
"1923","16",87.78
"1924","16",87.85
"1925","16",87.89
"1926","16",87.92
"1927","16",87.94
"1928","18",87.95
"1929","16",87.98
"1930","18",87.99
"1931","16",88.02
"1932","16",88.07
"1933","16",88.09
"1934","16",88.14
"1935","18",88.17
"1936","16",88.19
"1937","16",88.23
"1938","16",88.23
"1939","16",88.24
"1940","18",88.25
"1941","18",88.26
"1942","16",88.26
"1943","18",88.26
"1944","18",88.27
"1945","16",88.28
"1946","16",88.31
"1947","16",88.32
"1948","18",88.34
"1949","16",88.36
"1950","16",88.38
"1951","18",88.45
"1952","18",88.47
"1953","18",88.47
"1954","18",88.48
"1955","18",88.51
"1956","16",88.51
"1957","18",88.51
"1958","18",88.52
"1959","16",88.53
"1960","18",88.54
"1961","16",88.55
"1962","16",88.56
"1963","18",88.57
"1964","16",88.59
"1965","16",88.6
"1966","18",88.61
"1967","16",88.65
"1968","16",88.66
"1969","16",88.72
"1970","18",88.72
"1971","18",88.72
"1972","16",88.78
"1973","18",88.87
"1974","18",88.88
"1975","18",88.91
"1976","18",88.95
"1977","18",88.98
"1978","16",89.01
"1979","18",89.04
"1980","16",89.07
"1981","16",89.1
"1982","16",89.19
"1983","18",89.19
"1984","18",89.19
"1985","16",89.22
"1986","16",89.23
"1987","18",89.34
"1988","16",89.36
"1989","16",89.38
"1990","16",89.39
"1991","18",89.4
"1992","18",89.48
"1993","16",89.5
"1994","16",89.52
"1995","16",89.53
"1996","18",89.57
"1997","18",89.58
"1998","18",89.59
"1999","18",89.62
"2000","18",89.66
"2001","18",89.68
"2002","16",89.68
"2003","18",89.69
"2004","18",89.7
"2005","16",89.7
"2006","18",89.76
"2007","18",89.77
"2008","18",89.81
"2009","18",89.83
"2010","16",89.84
"2011","16",89.88
"2012","16",89.88
"2013","18",89.89
"2014","16",89.98
"2015","16",90
"2016","18",90.01
"2017","18",90.02
"2018","16",90.03
"2019","16",90.04
"2020","18",90.06
"2021","16",90.07
"2022","18",90.08
"2023","18",90.08
"2024","16",90.1
"2025","18",90.1
"2026","18",90.11
"2027","18",90.11
"2028","16",90.11
"2029","18",90.13
"2030","18",90.17
"2031","18",90.18
"2032","18",90.22
"2033","18",90.26
"2034","18",90.36
"2035","18",90.39
"2036","18",90.4
"2037","16",90.43
"2038","18",90.43
"2039","16",90.46
"2040","18",90.46
"2041","16",90.49
"2042","16",90.49
"2043","16",90.5
"2044","18",90.52
"2045","16",90.53
"2046","18",90.55
"2047","18",90.57
"2048","16",90.58
"2049","16",90.59
"2050","16",90.64
"2051","18",90.66
"2052","18",90.67
"2053","18",90.71
"2054","18",90.8
"2055","18",90.82
"2056","20",90.85
"2057","18",90.86
"2058","18",90.88
"2059","16",90.88
"2060","16",90.89
"2061","18",90.94
"2062","18",91.05
"2063","18",91.05
"2064","18",91.06
"2065","16",91.07
"2066","18",91.13
"2067","16",91.17
"2068","16",91.22
"2069","16",91.24
"2070","18",91.25
"2071","16",91.29
"2072","16",91.31
"2073","18",91.33
"2074","16",91.34
"2075","18",91.34
"2076","18",91.35
"2077","16",91.38
"2078","18",91.38
"2079","18",91.38
"2080","18",91.43
"2081","18",91.46
"2082","18",91.48
"2083","16",91.53
"2084","18",91.57
"2085","18",91.64
"2086","16",91.66
"2087","16",91.7
"2088","16",91.71
"2089","18",91.72
"2090","18",91.73
"2091","16",91.78
"2092","18",91.81
"2093","18",91.85
"2094","18",91.9
"2095","18",91.91
"2096","18",91.93
"2097","18",91.95
"2098","16",91.97
"2099","20",91.97
"2100","16",92.02
"2101","16",92.08
"2102","16",92.09
"2103","16",92.09
"2104","16",92.13
"2105","18",92.19
"2106","18",92.2
"2107","16",92.21
"2108","18",92.21
"2109","16",92.23
"2110","16",92.25
"2111","16",92.3
"2112","16",92.3
"2113","16",92.31
"2114","18",92.31
"2115","20",92.32
"2116","16",92.36
"2117","18",92.39
"2118","16",92.42
"2119","18",92.43
"2120","18",92.44
"2121","18",92.48
"2122","18",92.53
"2123","16",92.55
"2124","18",92.56
"2125","16",92.59
"2126","18",92.59
"2127","16",92.64
"2128","16",92.66
"2129","18",92.72
"2130","18",92.73
"2131","16",92.74
"2132","18",92.75
"2133","18",92.78
"2134","18",92.79
"2135","18",92.83
"2136","18",92.85
"2137","16",92.9
"2138","16",92.92
"2139","16",92.94
"2140","16",92.95
"2141","18",92.96
"2142","16",92.96
"2143","18",93.02
"2144","20",93.07
"2145","18",93.07
"2146","18",93.07
"2147","18",93.08
"2148","18",93.08
"2149","18",93.15
"2150","18",93.16
"2151","16",93.39
"2152","16",93.43
"2153","18",93.51
"2154","18",93.52
"2155","16",93.57
"2156","18",93.57
"2157","18",93.57
"2158","18",93.63
"2159","18",93.73
"2160","18",93.73
"2161","18",93.74
"2162","18",93.75
"2163","16",93.75
"2164","16",93.76
"2165","16",93.76
"2166","16",93.77
"2167","18",93.78
"2168","18",93.8
"2169","18",93.8
"2170","18",93.83
"2171","18",93.84
"2172","20",93.86
"2173","16",93.95
"2174","16",93.97
"2175","20",94.04
"2176","18",94.05
"2177","18",94.05
"2178","18",94.05
"2179","18",94.05
"2180","18",94.08
"2181","18",94.1
"2182","18",94.1
"2183","18",94.13
"2184","20",94.16
"2185","18",94.19
"2186","20",94.19
"2187","20",94.24
"2188","16",94.25
"2189","18",94.27
"2190","18",94.32
"2191","20",94.33
"2192","18",94.34
"2193","20",94.35
"2194","18",94.37
"2195","16",94.37
"2196","16",94.38
"2197","18",94.44
"2198","16",94.45
"2199","18",94.46
"2200","18",94.46
"2201","18",94.47
"2202","18",94.5
"2203","18",94.53
"2204","18",94.55
"2205","18",94.56
"2206","16",94.56
"2207","16",94.59
"2208","18",94.62
"2209","18",94.66
"2210","18",94.66
"2211","18",94.68
"2212","18",94.69
"2213","18",94.73
"2214","16",94.81
"2215","18",94.83
"2216","18",94.84
"2217","18",94.85
"2218","18",94.88
"2219","18",94.88
"2220","18",94.91
"2221","18",94.98
"2222","18",94.98
"2223","18",95.01
"2224","16",95.04
"2225","16",95.1
"2226","18",95.1
"2227","16",95.11
"2228","18",95.19
"2229","18",95.24
"2230","18",95.31
"2231","20",95.32
"2232","18",95.32
"2233","18",95.33
"2234","18",95.33
"2235","16",95.45
"2236","16",95.48
"2237","18",95.49
"2238","18",95.5
"2239","18",95.5
"2240","20",95.52
"2241","18",95.55
"2242","18",95.61
"2243","18",95.64
"2244","16",95.66
"2245","18",95.76
"2246","20",95.8
"2247","20",95.83
"2248","20",95.84
"2249","18",95.89
"2250","18",95.9
"2251","18",95.93
"2252","16",96.02
"2253","18",96.06
"2254","18",96.13
"2255","20",96.14
"2256","16",96.15
"2257","18",96.17
"2258","18",96.18
"2259","20",96.2
"2260","16",96.24
"2261","16",96.26
"2262","18",96.28
"2263","18",96.29
"2264","18",96.45
"2265","18",96.47
"2266","18",96.55
"2267","18",96.56
"2268","20",96.58
"2269","18",96.58
"2270","18",96.6
"2271","16",96.64
"2272","16",96.65
"2273","18",96.67
"2274","18",96.67
"2275","18",96.74
"2276","18",96.85
"2277","18",96.87
"2278","18",96.89
"2279","18",96.89
"2280","18",96.91
"2281","20",96.93
"2282","20",96.94
"2283","18",96.94
"2284","18",97.03
"2285","18",97.04
"2286","18",97.07
"2287","16",97.07
"2288","20",97.11
"2289","20",97.11
"2290","18",97.11
"2291","18",97.14
"2292","18",97.15
"2293","16",97.18
"2294","18",97.22
"2295","18",97.24
"2296","18",97.26
"2297","18",97.28
"2298","18",97.3
"2299","18",97.4
"2300","18",97.46
"2301","18",97.48
"2302","20",97.53
"2303","18",97.54
"2304","18",97.59
"2305","18",97.65
"2306","18",97.66
"2307","20",97.67
"2308","16",97.69
"2309","18",97.69
"2310","18",97.72
"2311","18",97.73
"2312","18",97.74
"2313","16",97.76
"2314","18",97.76
"2315","18",97.78
"2316","16",97.81
"2317","18",97.81
"2318","20",97.83
"2319","18",97.83
"2320","16",97.84
"2321","18",97.86
"2322","18",97.87
"2323","20",97.9
"2324","20",97.93
"2325","18",97.96
"2326","20",97.97
"2327","18",97.99
"2328","18",97.99
"2329","18",98.01
"2330","18",98.06
"2331","18",98.06
"2332","18",98.12
"2333","18",98.14
"2334","18",98.16
"2335","18",98.19
"2336","18",98.2
"2337","20",98.2
"2338","20",98.22
"2339","20",98.29
"2340","16",98.33
"2341","20",98.35
"2342","20",98.46
"2343","16",98.47
"2344","16",98.53
"2345","18",98.57
"2346","18",98.6
"2347","20",98.64
"2348","18",98.73
"2349","20",98.73
"2350","18",98.74
"2351","18",98.77
"2352","18",98.78
"2353","18",98.78
"2354","18",98.81
"2355","18",98.83
"2356","18",98.83
"2357","20",98.89
"2358","18",98.92
"2359","20",98.95
"2360","20",99.04
"2361","16",99.04
"2362","20",99.1
"2363","18",99.13
"2364","20",99.15
"2365","20",99.16
"2366","18",99.29
"2367","20",99.33
"2368","18",99.37
"2369","18",99.4
"2370","18",99.44
"2371","16",99.49
"2372","23",99.5
"2373","18",99.54
"2374","18",99.54
"2375","20",99.58
"2376","20",99.64
"2377","18",99.69
"2378","18",99.69
"2379","18",99.72
"2380","18",99.76
"2381","16",99.78
"2382","23",99.81
"2383","18",99.81
"2384","20",99.94
"2385","18",99.94
"2386","18",99.97
"2387","18",99.99
"2388","18",100.01
"2389","18",100.02
"2390","20",100.05
"2391","18",100.1
"2392","18",100.11
"2393","18",100.19
"2394","20",100.24
"2395","18",100.27
"2396","20",100.29
"2397","18",100.32
"2398","18",100.34
"2399","20",100.35
"2400","18",100.35
"2401","20",100.4
"2402","18",100.4
"2403","18",100.41
"2404","18",100.54
"2405","18",100.55
"2406","18",100.6
"2407","18",100.64
"2408","20",100.66
"2409","18",100.69
"2410","20",100.77
"2411","18",100.81
"2412","20",100.81
"2413","18",100.86
"2414","18",100.91
"2415","18",100.92
"2416","18",100.97
"2417","20",101.03
"2418","18",101.09
"2419","18",101.13
"2420","20",101.15
"2421","16",101.16
"2422","20",101.18
"2423","18",101.18
"2424","18",101.22
"2425","20",101.25
"2426","20",101.29
"2427","18",101.38
"2428","18",101.4
"2429","18",101.42
"2430","20",101.43
"2431","18",101.59
"2432","18",101.61
"2433","20",101.63
"2434","20",101.67
"2435","18",101.69
"2436","20",101.71
"2437","20",101.74
"2438","20",101.79
"2439","20",101.95
"2440","18",102.04
"2441","20",102.05
"2442","18",102.06
"2443","20",102.08
"2444","20",102.09
"2445","20",102.18
"2446","18",102.23
"2447","20",102.26
"2448","20",102.27
"2449","20",102.27
"2450","20",102.29
"2451","20",102.31
"2452","20",102.31
"2453","18",102.32
"2454","20",102.34
"2455","20",102.36
"2456","18",102.36
"2457","18",102.37
"2458","18",102.45
"2459","18",102.45
"2460","20",102.52
"2461","18",102.53
"2462","20",102.56
"2463","18",102.56
"2464","20",102.57
"2465","18",102.58
"2466","20",102.62
"2467","16",102.62
"2468","18",102.63
"2469","20",102.63
"2470","20",102.74
"2471","18",102.77
"2472","20",102.89
"2473","20",102.93
"2474","18",102.97
"2475","18",102.98
"2476","18",103
"2477","20",103.04
"2478","20",103.04
"2479","18",103.13
"2480","20",103.17
"2481","20",103.2
"2482","20",103.3
"2483","20",103.35
"2484","18",103.38
"2485","20",103.38
"2486","18",103.5
"2487","18",103.56
"2488","18",103.58
"2489","20",103.64
"2490","18",103.72
"2491","18",103.81
"2492","18",103.83
"2493","20",103.83
"2494","18",103.84
"2495","18",103.84
"2496","20",103.91
"2497","20",103.96
"2498","18",104.03
"2499","18",104.04
"2500","20",104.05
"2501","20",104.07
"2502","18",104.16
"2503","18",104.21
"2504","20",104.23
"2505","20",104.24
"2506","20",104.27
"2507","20",104.29
"2508","20",104.31
"2509","20",104.31
"2510","23",104.37
"2511","18",104.44
"2512","20",104.5
"2513","20",104.5
"2514","23",104.53
"2515","20",104.56
"2516","23",104.59
"2517","20",104.6
"2518","20",104.62
"2519","20",104.73
"2520","20",104.74
"2521","18",104.75
"2522","20",104.78
"2523","20",104.78
"2524","20",104.9
"2525","20",105.03
"2526","20",105.05
"2527","20",105.05
"2528","20",105.09
"2529","18",105.12
"2530","18",105.16
"2531","20",105.18
"2532","20",105.19
"2533","20",105.21
"2534","20",105.28
"2535","18",105.38
"2536","20",105.47
"2537","20",105.52
"2538","20",105.56
"2539","20",105.7
"2540","20",105.72
"2541","20",105.76
"2542","20",105.92
"2543","18",106.01
"2544","20",106.08
"2545","20",106.09
"2546","18",106.18
"2547","20",106.19
"2548","18",106.33
"2549","18",106.35
"2550","20",106.36
"2551","20",106.38
"2552","20",106.44
"2553","20",106.45
"2554","18",106.61
"2555","23",106.67
"2556","23",106.7
"2557","20",106.74
"2558","20",106.75
"2559","20",106.84
"2560","20",106.94
"2561","23",106.96
"2562","18",106.98
"2563","20",107.01
"2564","18",107.15
"2565","18",107.19
"2566","20",107.21
"2567","20",107.27
"2568","20",107.31
"2569","20",107.32
"2570","20",107.41
"2571","20",107.42
"2572","23",107.51
"2573","18",107.53
"2574","18",107.54
"2575","20",107.61
"2576","20",107.67
"2577","18",107.72
"2578","18",107.73
"2579","20",107.78
"2580","20",107.78
"2581","20",107.86
"2582","20",107.87
"2583","20",107.87
"2584","20",107.88
"2585","20",107.97
"2586","20",107.98
"2587","18",108.03
"2588","23",108.13
"2589","18",108.19
"2590","20",108.22
"2591","23",108.23
"2592","23",108.23
"2593","20",108.29
"2594","18",108.34
"2595","20",108.37
"2596","20",108.4
"2597","20",108.41
"2598","23",108.44
"2599","20",108.59
"2600","20",108.6
"2601","20",108.62
"2602","20",108.72
"2603","20",108.74
"2604","20",108.78
"2605","23",108.8
"2606","20",108.86
"2607","18",108.89
"2608","20",108.93
"2609","23",109.02
"2610","20",109.05
"2611","23",109.09
"2612","18",109.13
"2613","20",109.13
"2614","20",109.18
"2615","20",109.2
"2616","20",109.21
"2617","20",109.28
"2618","18",109.3
"2619","20",109.5
"2620","20",109.54
"2621","23",109.56
"2622","20",109.59
"2623","20",109.64
"2624","20",109.66
"2625","20",109.71
"2626","20",109.73
"2627","20",109.82
"2628","20",109.85
"2629","20",110
"2630","23",110.05
"2631","20",110.07
"2632","18",110.22
"2633","20",110.25
"2634","18",110.46
"2635","18",110.48
"2636","20",110.52
"2637","18",110.63
"2638","23",110.69
"2639","20",110.69
"2640","20",110.78
"2641","20",110.83
"2642","20",110.88
"2643","20",110.93
"2644","20",110.97
"2645","20",111.06
"2646","23",111.07
"2647","20",111.09
"2648","20",111.11
"2649","20",111.11
"2650","23",111.19
"2651","23",111.28
"2652","20",111.31
"2653","20",111.31
"2654","20",111.34
"2655","20",111.45
"2656","20",111.5
"2657","20",111.68
"2658","20",111.7
"2659","20",111.73
"2660","23",111.73
"2661","23",111.79
"2662","20",111.8
"2663","20",111.82
"2664","20",111.86
"2665","23",111.86
"2666","20",111.88
"2667","23",111.88
"2668","23",111.94
"2669","23",111.96
"2670","23",112.05
"2671","20",112.2
"2672","18",112.25
"2673","23",112.46
"2674","23",112.51
"2675","20",112.53
"2676","20",112.58
"2677","20",112.63
"2678","20",112.66
"2679","23",112.8
"2680","20",112.81
"2681","20",112.95
"2682","23",113.07
"2683","23",113.17
"2684","20",113.17
"2685","23",113.17
"2686","23",113.29
"2687","20",113.34
"2688","23",113.4
"2689","23",113.42
"2690","23",113.45
"2691","20",113.5
"2692","20",113.54
"2693","23",113.58
"2694","20",113.59
"2695","20",113.63
"2696","20",113.64
"2697","20",113.68
"2698","20",113.71
"2699","18",113.81
"2700","20",113.81
"2701","20",113.83
"2702","23",113.84
"2703","20",113.9
"2704","23",114.05
"2705","20",114.05
"2706","23",114.1
"2707","20",114.29
"2708","23",114.36
"2709","18",114.41
"2710","23",114.43
"2711","23",114.54
"2712","23",114.55
"2713","20",114.63
"2714","20",114.66
"2715","23",114.69
"2716","20",114.7
"2717","23",114.74
"2718","20",114.81
"2719","23",114.88
"2720","23",114.89
"2721","23",114.95
"2722","23",114.97
"2723","23",115.05
"2724","23",115.13
"2725","20",115.14
"2726","23",115.14
"2727","23",115.17
"2728","20",115.21
"2729","20",115.21
"2730","20",115.32
"2731","20",115.37
"2732","23",115.47
"2733","20",115.51
"2734","23",115.52
"2735","23",115.6
"2736","20",115.81
"2737","20",115.83
"2738","20",115.95
"2739","20",116.27
"2740","23",116.27
"2741","20",116.27
"2742","23",116.28
"2743","18",116.33
"2744","20",116.34
"2745","20",116.51
"2746","23",116.53
"2747","23",116.88
"2748","20",116.9
"2749","23",117.05
"2750","20",117.05
"2751","23",117.14
"2752","23",117.16
"2753","23",117.2
"2754","20",117.22
"2755","23",117.4
"2756","23",117.45
"2757","23",117.48
"2758","23",117.49
"2759","20",117.49
"2760","23",117.55
"2761","23",117.62
"2762","20",117.77
"2763","23",117.82
"2764","20",117.84
"2765","23",118.05
"2766","20",118.07
"2767","20",118.14
"2768","23",118.14
"2769","23",118.15
"2770","23",118.25
"2771","18",118.26
"2772","23",118.32
"2773","23",118.36
"2774","23",118.41
"2775","20",118.51
"2776","23",118.73
"2777","23",118.91
"2778","23",119
"2779","23",119.02
"2780","23",119.3
"2781","23",119.32
"2782","23",119.33
"2783","20",119.38
"2784","23",119.39
"2785","23",119.43
"2786","20",119.52
"2787","20",119.55
"2788","20",119.58
"2789","20",119.58
"2790","23",119.59
"2791","23",119.61
"2792","23",119.62
"2793","23",119.63
"2794","23",119.8
"2795","23",119.83
"2796","23",119.95
"2797","20",120.03
"2798","23",120.04
"2799","23",120.05
"2800","23",120.19
"2801","23",120.22
"2802","20",120.23
"2803","23",120.28
"2804","23",120.49
"2805","23",120.65
"2806","26",120.69
"2807","23",120.94
"2808","23",121.08
"2809","23",121.32
"2810","23",121.35
"2811","23",121.37
"2812","23",121.49
"2813","23",121.53
"2814","23",121.76
"2815","23",121.87
"2816","23",121.9
"2817","23",122.21
"2818","23",122.24
"2819","23",122.36
"2820","23",122.52
"2821","23",122.57
"2822","23",122.63
"2823","23",122.67
"2824","23",122.73
"2825","20",122.74
"2826","23",122.82
"2827","20",122.93
"2828","23",122.96
"2829","23",123
"2830","23",123.2
"2831","23",123.25
"2832","23",123.34
"2833","23",123.38
"2834","23",123.45
"2835","23",123.49
"2836","23",123.59
"2837","23",123.62
"2838","23",123.62
"2839","23",123.7
"2840","23",123.95
"2841","26",123.96
"2842","23",124.14
"2843","23",124.25
"2844","23",124.26
"2845","23",124.34
"2846","23",124.35
"2847","23",124.49
"2848","23",124.57
"2849","23",124.58
"2850","20",124.65
"2851","23",124.72
"2852","23",124.73
"2853","23",124.98
"2854","23",125.08
"2855","23",125.08
"2856","23",125.15
"2857","23",125.26
"2858","23",125.5
"2859","23",125.52
"2860","23",125.93
"2861","20",125.96
"2862","23",126.15
"2863","26",126.32
"2864","23",126.69
"2865","23",126.82
"2866","23",126.83
"2867","23",126.85
"2868","23",126.92
"2869","23",126.99
"2870","23",127
"2871","23",127.01
"2872","26",127.09
"2873","23",127.09
"2874","23",127.13
"2875","23",127.23
"2876","23",127.88
"2877","26",127.93
"2878","23",128.13
"2879","23",128.4
"2880","23",128.49
"2881","23",128.51
"2882","23",128.54
"2883","26",128.73
"2884","23",128.73
"2885","23",128.91
"2886","23",129.27
"2887","26",129.56
"2888","23",129.86
"2889","23",130.02
"2890","23",130.21
"2891","26",130.36
"2892","23",130.52
"2893","23",130.56
"2894","23",130.59
